ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10747,10618,129,0
2,Andhra Pradesh,2339078,2324338,14733,7
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746100,738065,8035,0
5,Bihar,851404,839100,12303,1
6,Chandigarh,99358,98173,1181,4
7,Chhattisgarh,1177767,1163614,14146,7
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007313,1980772,26522,19
10,Goa,259107,255079,4013,15
11,Gujarat,1277615,1266560,11043,12
12,Haryana,1056653,1045902,10714,37
13,Himachal Pradesh,312692,308463,4213,16
14,Jammu and Kashmir,479444,474646,4785,13
15,Jharkhand,442574,437243,5331,0
16,Karnataka,4072512,4032058,40308,146
17,Kerala,6829217,6756344,71570,1303
18,Ladakh,29417,29184,231,2
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054934,1044154,10777,3
21,Maharashtra,8136935,7988377,148419,139
22,Manipur,139924,137775,2149,0
23,Meghalaya,96786,95160,1624,2
24,Mizoram,238964,238238,726,0
25,Nagaland,35986,35204,782,0
26,Odisha,1336594,1327302,9205,87
27,Puducherry,175636,173585,1975,76
28,Punjab,784286,764964,19289,33
29,Rajasthan,1315563,1305904,9653,6
30,Sikkim,44321,43820,499,2
31,Tamil Nadu,3594566,3556460,38049,57
32,Telangana,841452,837300,4111,41
33,Tripura,108034,107094,940,0
34,Uttarakhand,449429,441658,7753,18
35,Uttar Pradesh,2128154,2104502,23634,18
36,West Bengal,2118695,2097108,21532,55
