ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,3160,2714,46,400
2,Andhra Pradesh,445139,339876,4053,101210
3,Arunachal Pradesh,4212,2979,7,1226
4,Assam,111724,86895,315,24514
5,Bihar,138349,121560,621,16168
6,Chandigarh,4550,2551,57,1942
7,Chhattisgarh,33387,17567,287,15533
8,Dadra and Nagar Haveli and Daman and Diu,2386,2122,2,262
9,Delhi,177060,156728,4462,15870
10,Goa,18006,13850,194,3962
11,Gujarat,97629,78887,3034,15708
12,Haryana,66426,53835,706,11885
13,Himachal Pradesh,6255,4688,40,1527
14,Jammu and Kashmir,38223,29484,717,8022
15,Jharkhand,43833,28149,428,15256
16,Karnataka,351481,254626,5837,91018
17,Kerala,76525,53649,298,22578
18,Ladakh,2733,1978,35,720
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,65490,49992,1426,14072
21,Maharashtra,808306,584537,24903,198866
22,Manipur,6382,4450,29,1903
23,Meghalaya,2440,1235,12,1193
24,Mizoram,1020,612,0,408
25,Nagaland,4003,3201,9,793
26,Odisha,106561,80770,503,25288
27,Puducherry,14766,9675,240,4851
28,Punjab,55508,38147,1512,15849
29,Rajasthan,83163,68124,1069,13970
30,Sikkim,1670,1237,4,429
31,Tamil Nadu,433969,374172,7418,52379
32,Telangana,130589,97402,846,32341
33,Tripura,12702,7847,118,4737
34,Uttarakhand,20398,14076,280,6042
35,Uttar Pradesh,235757,176677,3542,55538
36,West Bengal,165721,137616,3283,24822
