ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7595,7451,129,15
2,Andhra Pradesh,2034786,2006034,14044,14708
3,Arunachal Pradesh,53990,53183,271,536
4,Assam,597074,585914,5779,5381
5,Bihar,725864,716134,9658,72
6,Chandigarh,65168,64319,818,31
7,Chhattisgarh,1004988,991077,13559,352
8,Dadra and Nagar Haveli and Daman and Diu,10670,10661,4,5
9,Delhi,1438373,1412880,25084,409
10,Goa,175183,171195,3289,699
11,Gujarat,825677,815446,10082,149
12,Haryana,770697,760562,9808,327
13,Himachal Pradesh,216430,211215,3647,1568
14,Jammu and Kashmir,327466,321630,4415,1421
15,Jharkhand,348102,342867,5133,102
16,Karnataka,2965191,2911434,37555,16202
17,Kerala,4446228,4236309,23165,186754
18,Ladakh,20631,20383,207,41
19,Lakshadweep,10353,10298,51,4
20,Madhya Pradesh,792374,781738,10517,119
21,Maharashtra,6511525,6320310,138322,52893
22,Manipur,117913,113478,1821,2614
23,Meghalaya,78958,75784,1370,1804
24,Mizoram,76591,62449,254,13888
25,Nagaland,30763,29610,648,505
26,Odisha,1018298,1004845,8118,5335
27,Puducherry,125170,122380,1827,963
28,Punjab,601180,584399,16467,314
29,Rajasthan,954230,945173,8954,103
30,Sikkim,30802,29648,379,775
31,Tamil Nadu,2640361,2588334,35271,16756
32,Telangana,662785,653603,3900,5282
33,Tripura,83787,82553,807,427
34,Uttarakhand,343330,335657,7389,284
35,Uttar Pradesh,1709628,1686549,22886,193
36,West Bengal,1559567,1532922,18620,8025
