ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7629,7490,129,10
2,Andhra Pradesh,2055999,2033447,14242,8310
3,Arunachal Pradesh,54865,54196,280,389
4,Assam,604536,594506,5916,4114
5,Bihar,725983,716288,9661,34
6,Chandigarh,65273,64410,820,43
7,Chhattisgarh,1005485,991705,13569,211
8,Dadra and Nagar Haveli and Daman and Diu,10672,10666,4,2
9,Delhi,1439136,1413649,25088,399
10,Goa,176980,172907,3325,748
11,Gujarat,826099,815838,10085,176
12,Haryana,770975,760821,9875,279
13,Himachal Pradesh,220254,215156,3696,1402
14,Jammu and Kashmir,330352,324827,4426,1099
15,Jharkhand,348334,343087,5135,112
16,Karnataka,2980170,2930867,37866,11437
17,Kerala,4774639,4631330,26072,117237
18,Ladakh,20848,20580,208,60
19,Lakshadweep,10364,10310,51,3
20,Madhya Pradesh,792606,781973,10522,111
21,Maharashtra,6573092,6397018,139470,36604
22,Manipur,121706,118141,1882,1683
23,Meghalaya,82283,79542,1415,1326
24,Mizoram,104659,88358,344,15957
25,Nagaland,31410,30452,669,289
26,Odisha,1030518,1017714,8238,4566
27,Puducherry,126893,124402,1845,646
28,Punjab,601821,585056,16529,236
29,Rajasthan,954354,945362,8954,38
30,Sikkim,31636,30922,388,326
31,Tamil Nadu,2675592,2623459,35754,16379
32,Telangana,667535,659263,3927,4345
33,Tripura,84237,83285,816,136
34,Uttarakhand,343645,336083,7396,166
35,Uttar Pradesh,1709928,1686887,22896,145
36,West Bengal,1574801,1548294,18882,7625
