ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10630,10492,129,9
2,Andhra Pradesh,2337659,2322601,14733,325
3,Arunachal Pradesh,66784,66447,296,41
4,Assam,745177,734309,8034,2834
5,Bihar,849680,836829,12299,552
6,Chandigarh,99081,97790,1181,110
7,Chhattisgarh,1175058,1160210,14121,727
8,Dadra and Nagar Haveli and Daman and Diu,11584,11578,4,2
9,Delhi,2001887,1974802,26494,591
10,Goa,257221,252719,3964,538
11,Gujarat,1272611,1260328,11024,1259
12,Haryana,1053922,1042689,10694,539
13,Himachal Pradesh,311745,307211,4206,328
14,Jammu and Kashmir,478806,473696,4784,326
15,Jharkhand,442155,436698,5330,127
16,Karnataka,4059218,4015187,40267,3764
17,Kerala,6774646,6692045,70928,11673
18,Ladakh,29294,29024,230,40
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1053932,1042944,10770,218
21,Maharashtra,8111976,7958170,148293,5513
22,Manipur,139768,137595,2148,25
23,Meghalaya,96579,94893,1620,66
24,Mizoram,237882,236868,722,292
25,Nagaland,35935,35149,780,6
26,Odisha,1330593,1319941,9185,1467
27,Puducherry,173460,171150,1969,341
28,Punjab,781419,763084,17906,429
29,Rajasthan,1311434,1300500,9629,1305
30,Sikkim,43944,43382,495,67
31,Tamil Nadu,3574514,3531665,38038,4811
32,Telangana,836181,831226,4111,844
33,Tripura,107749,106798,938,13
34,Uttarakhand,448842,440002,7743,1097
35,Uttar Pradesh,2125013,2100399,23615,999
36,West Bengal,2109677,2086308,21484,1885
