ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10035,9905,129,1
2,Andhra Pradesh,2319662,2304910,14730,22
3,Arunachal Pradesh,64495,64199,296,0
4,Assam,724207,716212,7986,9
5,Bihar,830526,818252,12256,18
6,Chandigarh,92007,90801,1165,41
7,Chhattisgarh,1152241,1138184,14034,23
8,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,0
9,Delhi,1875887,1845551,26168,4168
10,Goa,245388,241530,3832,26
11,Gujarat,1224257,1213221,10943,93
12,Haryana,989762,977293,10618,1851
13,Himachal Pradesh,284769,280558,4134,77
14,Jammu and Kashmir,454004,449203,4751,50
15,Jharkhand,435210,429870,5317,23
16,Karnataka,3946998,3905228,40057,1713
17,Kerala,6539722,6468076,68890,2756
18,Ladakh,28245,28011,228,6
19,Lakshadweep,11402,11350,52,0
20,Madhya Pradesh,1041323,1030518,10735,70
21,Maharashtra,7876925,7728162,147834,929
22,Manipur,137215,135078,2120,17
23,Meghalaya,93795,92196,1593,6
24,Mizoram,226988,225596,695,697
25,Nagaland,35488,34728,760,0
26,Odisha,1287998,1278737,9124,137
27,Puducherry,165781,163815,1962,4
28,Punjab,759442,741527,17748,167
29,Rajasthan,1283362,1273639,9552,171
30,Sikkim,39149,38695,452,2
31,Tamil Nadu,3453607,3415220,38025,362
32,Telangana,791827,787484,4111,232
33,Tripura,100879,99957,922,0
34,Uttarakhand,437399,429267,7693,439
35,Uttar Pradesh,2073102,2048320,23505,1277
36,West Bengal,2018031,1996581,21201,249
