ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340674,2325940,14733,1
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746150,738115,8035,0
5,Bihar,855260,842945,12314,1
6,Chandigarh,100693,99506,1185,2
7,Chhattisgarh,1187691,1173500,14190,1
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2040817,2014148,26665,4
10,Goa,263331,259314,4014,3
11,Gujarat,1291364,1280281,11079,4
12,Haryana,1078885,1068106,10755,24
13,Himachal Pradesh,322866,318617,4241,8
14,Jammu and Kashmir,482021,477229,4792,0
15,Jharkhand,443825,438491,5334,0
16,Karnataka,4088697,4048329,40357,11
17,Kerala,6907109,6834149,71946,1014
18,Ladakh,29587,29356,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056351,1045565,10786,0
21,Maharashtra,8170155,8021524,148556,75
22,Manipur,140031,137880,2149,2
23,Meghalaya,96965,95335,1628,2
24,Mizoram,239555,238821,734,0
25,Nagaland,36032,35249,782,1
26,Odisha,1348314,1339088,9215,11
27,Puducherry,177545,175564,1981,0
28,Punjab,792408,773068,19338,2
29,Rajasthan,1326461,1316725,9736,0
30,Sikkim,44880,44375,500,5
31,Tamil Nadu,3610628,3572540,38081,7
32,Telangana,844390,840271,4111,8
33,Tripura,108428,107460,941,27
34,Uttarakhand,452560,444792,7768,0
35,Uttar Pradesh,2145414,2121642,23707,65
36,West Bengal,2125756,2104008,21552,196
