ID,state,total_cases,discharged,deaths,active_cases
1,Andhra Pradesh,323,323,0,0
2,Arunachal Pradesh,3,3,0,0
3,Assam,208,208,0,0
4,Bihar,145,145,0,0
5,Chandigarh,18,18,0,0
6,Chhattisgarh,248,242,6,0
7,Delhi,4120,4088,23,9
8,Goa,29,29,0,0
9,Gujarat,3677,3674,2,1
10,Haryana,673,665,5,3
11,Himachal Pradesh,7,6,0,1
12,Jammu and Kashmir,159,134,1,24
13,Jharkhand,82,81,1,0
14,Karnataka,2982,2971,11,0
15,Kerala,8779,8718,58,3
16,Ladakh,5,5,0,0
17,Madhya Pradesh,353,342,11,0
18,Maharashtra,2759,2688,44,27
19,Manipur,361,360,0,1
20,Meghalaya,1,1,0,0
21,Mizoram,39,39,0,0
22,Nagaland,3,3,0,0
23,Odisha,174,173,0,1
24,Puducherry,128,128,0,0
25,Punjab,272,262,5,5
26,Rajasthan,831,823,3,5
27,Sikkim,288,285,1,2
28,Tamil Nadu,1215,1202,7,6
29,Telangana,33,33,0,0
30,Tripura,31,31,0,0
31,Uttarakhand,123,122,0,1
32,Uttar Pradesh,1151,1143,2,6
33,West Bengal,1167,1125,1,41
