ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,1900,829,21,1050
2,Andhra Pradesh,254146,161425,2296,90425
3,Arunachal Pradesh,2430,1659,3,768
4,Assam,68999,47209,161,21629
5,Bihar,90321,59786,416,30119
6,Chandigarh,1751,1023,26,702
7,Chhattisgarh,13498,9508,109,3881
8,Dadra and Nagar Haveli and Daman and Diu,1696,1248,2,446
9,Delhi,148504,133405,4153,10946
10,Goa,9924,6641,89,3194
11,Gujarat,74318,57421,2713,14184
12,Haryana,44024,36694,503,6827
13,Himachal Pradesh,3636,2362,18,1256
14,Jammu and Kashmir,26413,18523,498,7392
15,Jharkhand,19743,10815,197,8731
16,Karnataka,196494,112633,3510,80351
17,Kerala,38144,24922,126,13096
18,Ladakh,1811,1274,9,528
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,41604,31239,1048,9317
21,Maharashtra,548313,381843,18650,147820
22,Manipur,3982,2231,12,1739
23,Meghalaya,1179,517,6,656
24,Mizoram,649,330,0,319
25,Nagaland,3118,1113,8,1997
26,Odisha,50672,36479,305,13888
27,Puducherry,6381,3676,96,2609
28,Punjab,26909,17212,675,9022
29,Rajasthan,56100,41648,822,13630
30,Sikkim,930,550,1,379
31,Tamil Nadu,314520,256313,5278,52929
32,Telangana,86475,63074,665,22736
33,Tripura,6603,4912,44,1647
34,Uttarakhand,10886,6687,140,4059
35,Uttar Pradesh,136238,84661,2230,49347
36,West Bengal,104326,76120,2203,26003
