ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2341071,2326323,14733,15
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746218,738181,8036,1
5,Bihar,855386,843068,12315,3
6,Chandigarh,100713,99525,1185,3
7,Chhattisgarh,1188326,1174059,14195,72
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2041585,2014824,26674,87
10,Goa,263591,259575,4014,2
11,Gujarat,1292019,1280882,11086,51
12,Haryana,1079078,1068290,10781,7
13,Himachal Pradesh,322995,318739,4246,10
14,Jammu and Kashmir,482150,477327,4793,30
15,Jharkhand,443859,438522,5337,0
16,Karnataka,4095797,4055307,40398,92
17,Kerala,6917558,6845439,72102,17
18,Ladakh,29625,29390,231,4
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056672,1045877,10786,9
21,Maharashtra,8175739,8026925,148590,224
22,Manipur,140036,137887,2149,0
23,Meghalaya,96991,95363,1628,0
24,Mizoram,239566,238831,734,1
25,Nagaland,36033,35251,782,0
26,Odisha,1348567,1339326,9215,26
27,Puducherry,177688,175698,1982,8
28,Punjab,793730,773157,20572,1
29,Rajasthan,1326732,1316922,9738,72
30,Sikkim,44942,44440,501,1
31,Tamil Nadu,3611572,3573471,38086,15
32,Telangana,844772,840647,4111,14
33,Tripura,108559,107615,943,1
34,Uttarakhand,452611,444835,7768,8
35,Uttar Pradesh,2145635,2121892,23722,21
36,West Bengal,2127415,2105785,21558,72
