ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7651,7518,129,4
2,Andhra Pradesh,2066065,2047047,14369,4649
3,Arunachal Pradesh,55154,54765,280,109
4,Assam,610433,600738,5996,3699
5,Bihar,726090,716381,9661,48
6,Chandigarh,65346,64492,820,34
7,Chhattisgarh,1006020,992127,13576,317
8,Dadra and Nagar Haveli and Daman and Diu,10682,10672,4,6
9,Delhi,1439825,1414385,25091,349
10,Goa,178085,174339,3364,382
11,Gujarat,826557,816260,10089,208
12,Haryana,771241,761058,10049,134
13,Himachal Pradesh,224021,218212,3753,2056
14,Jammu and Kashmir,332154,326836,4432,886
15,Jharkhand,348754,343510,5138,106
16,Karnataka,2988041,2941233,38071,8737
17,Kerala,4961490,4850742,31514,79234
18,Ladakh,20951,20678,208,65
19,Lakshadweep,10365,10314,51,0
20,Madhya Pradesh,792838,782207,10524,107
21,Maharashtra,6609906,6449186,140196,20524
22,Manipur,123668,121040,1920,708
23,Meghalaya,83605,81695,1449,461
24,Mizoram,121359,114002,431,6926
25,Nagaland,31831,30925,684,222
26,Odisha,1040969,1028697,8329,3943
27,Puducherry,127975,125681,1857,437
28,Punjab,602375,585566,16558,251
29,Rajasthan,954427,945441,8954,32
30,Sikkim,31958,31380,395,183
31,Tamil Nadu,2701614,2653832,36097,11685
32,Telangana,671342,663315,3955,4072
33,Tripura,84471,83529,816,126
34,Uttarakhand,343891,336336,7400,155
35,Uttar Pradesh,1710152,1687145,22900,107
36,West Bengal,1591994,1564558,19126,8310
