ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10747,10618,129,0
2,Andhra Pradesh,2339078,2324342,14733,3
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746100,738065,8035,0
5,Bihar,851404,839100,12303,1
6,Chandigarh,99360,98175,1181,4
7,Chhattisgarh,1177772,1163614,14146,12
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007326,1980791,26522,13
10,Goa,259113,255087,4013,13
11,Gujarat,1277623,1266563,11043,17
12,Haryana,1056660,1045906,10714,40
13,Himachal Pradesh,312700,308472,4213,15
14,Jammu and Kashmir,479448,474650,4785,13
15,Jharkhand,442574,437243,5331,0
16,Karnataka,4072577,4032164,40309,104
17,Kerala,6829332,6756475,71570,1287
18,Ladakh,29417,29185,231,1
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054938,1044156,10777,5
21,Maharashtra,8136992,7988445,148420,127
22,Manipur,139924,137775,2149,0
23,Meghalaya,96786,95161,1624,1
24,Mizoram,238964,238238,726,0
25,Nagaland,35986,35204,782,0
26,Odisha,1336599,1327312,9205,82
27,Puducherry,175636,173614,1975,47
28,Punjab,784298,764980,19289,29
29,Rajasthan,1315564,1305908,9653,3
30,Sikkim,44321,43822,499,0
31,Tamil Nadu,3594584,3556482,38049,53
32,Telangana,841459,837329,4111,19
33,Tripura,108034,107094,940,0
34,Uttarakhand,449431,441667,7753,11
35,Uttar Pradesh,2128157,2104512,23634,11
36,West Bengal,2118704,2097121,21532,51
