ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10701,10556,129,16
2,Andhra Pradesh,2338440,2323547,14733,160
3,Arunachal Pradesh,66856,66550,296,10
4,Assam,745676,735014,8035,2627
5,Bihar,850629,838183,12302,144
6,Chandigarh,99225,98020,1181,24
7,Chhattisgarh,1176533,1162106,14137,290
8,Dadra and Nagar Haveli and Daman and Diu,11587,11582,4,1
9,Delhi,2003803,1976972,26503,328
10,Goa,258244,254114,3966,164
11,Gujarat,1275223,1263508,11035,680
12,Haryana,1055151,1044227,10707,217
13,Himachal Pradesh,312293,307987,4210,96
14,Jammu and Kashmir,479197,474327,4785,85
15,Jharkhand,442384,436998,5330,56
16,Karnataka,4065410,4022374,40286,2750
17,Kerala,6810858,6732821,71222,6815
18,Ladakh,29356,29104,231,21
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054396,1043521,10773,102
21,Maharashtra,8123453,7972580,148350,2523
22,Manipur,139824,137659,2149,16
23,Meghalaya,96712,95054,1622,36
24,Mizoram,238534,237723,723,88
25,Nagaland,35961,35180,781,0
26,Odisha,1334642,1324736,9198,708
27,Puducherry,174777,172610,1974,193
28,Punjab,782098,764043,17917,138
29,Rajasthan,1313348,1303417,9643,288
30,Sikkim,44208,43675,498,35
31,Tamil Nadu,3585831,3542712,38047,5072
32,Telangana,838300,833681,4111,508
33,Tripura,107806,106853,939,14
34,Uttarakhand,449249,440516,7751,982
35,Uttar Pradesh,2126454,2102447,23622,385
36,West Bengal,2115295,2091584,21512,2199
