ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7466,7296,128,42
2,Andhra Pradesh,1885716,1832971,12671,40074
3,Arunachal Pradesh,35571,32716,168,2687
4,Assam,506005,474457,4509,27039
5,Bihar,721654,710238,9584,1832
6,Chandigarh,61656,60685,808,163
7,Chhattisgarh,994077,974725,13438,5914
8,Dadra and Nagar Haveli and Daman and Diu,10555,10507,4,44
9,Delhi,1434094,1407592,24971,1531
10,Goa,166449,161160,3048,2241
11,Gujarat,823433,810147,10056,3230
12,Haryana,768552,757640,9417,1495
13,Himachal Pradesh,201980,196849,3477,1654
14,Jammu and Kashmir,315298,306177,4316,4805
15,Jharkhand,345525,339463,5113,949
16,Karnataka,2840428,2719479,34929,86020
17,Kerala,2910507,2797779,13093,99635
18,Ladakh,20038,19565,202,271
19,Lakshadweep,9742,9388,48,306
20,Madhya Pradesh,789771,780187,8954,630
21,Maharashtra,6051633,5809548,121804,120281
22,Manipur,69198,62134,1141,5923
23,Meghalaya,49161,44067,831,4263
24,Mizoram,20075,15512,92,4471
25,Nagaland,25111,23237,493,1381
26,Odisha,906429,874307,3970,28152
27,Puducherry,116985,112892,1748,2345
28,Punjab,595351,575971,16033,3347
29,Rajasthan,952322,941839,8918,1565
30,Sikkim,20324,17954,305,2065
31,Tamil Nadu,2475190,2403349,32506,39335
32,Telangana,622593,605455,3651,13487
33,Tripura,65770,61513,677,3580
34,Uttarakhand,339933,330593,7095,2245
35,Uttar Pradesh,1705951,1680428,22577,2946
36,West Bengal,1498305,1459510,17679,21116
