ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10607,10457,129,21
2,Andhra Pradesh,2336848,2321432,14733,683
3,Arunachal Pradesh,66682,66309,296,77
4,Assam,744297,733365,8032,2900
5,Bihar,848148,835003,12294,851
6,Chandigarh,98788,97304,1181,303
7,Chhattisgarh,1173653,1158574,14110,969
8,Dadra and Nagar Haveli and Daman and Diu,11575,11570,4,1
9,Delhi,1999240,1970547,26467,2226
10,Goa,256118,251309,3963,846
11,Gujarat,1270070,1257307,11008,1755
12,Haryana,1051878,1039413,10683,1782
13,Himachal Pradesh,310879,305672,4201,1006
14,Jammu and Kashmir,477644,471671,4782,1191
15,Jharkhand,441955,436433,5330,192
16,Karnataka,4050915,4003899,40241,6775
17,Kerala,6754148,6674932,70819,8397
18,Ladakh,29214,28931,230,53
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1053428,1042265,10770,393
21,Maharashtra,8098738,7939594,148242,10902
22,Manipur,139697,137491,2147,59
23,Meghalaya,96435,94730,1618,87
24,Mizoram,237085,235797,720,568
25,Nagaland,35907,35117,777,13
26,Odisha,1327382,1316172,9175,2035
27,Puducherry,172823,170533,1968,322
28,Punjab,780298,761263,17899,1136
29,Rajasthan,1308532,1296138,9627,2767
30,Sikkim,43691,43052,489,150
31,Tamil Nadu,3568166,3524970,38035,5161
32,Telangana,834333,828484,4111,1738
33,Tripura,107725,106754,938,33
34,Uttarakhand,448240,439030,7737,1473
35,Uttar Pradesh,2122484,2096216,23604,2664
36,West Bengal,2106778,2082755,21462,2561
