ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2341084,2326350,14733,1
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746226,738189,8036,1
5,Bihar,855478,843126,12315,37
6,Chandigarh,100724,99534,1186,4
7,Chhattisgarh,1188453,1174196,14198,59
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2041995,2015123,26678,194
10,Goa,263600,259582,4014,4
11,Gujarat,1292137,1280996,11090,51
12,Haryana,1079115,1068313,10781,21
13,Himachal Pradesh,323018,318761,4246,11
14,Jammu and Kashmir,482176,477367,4793,16
15,Jharkhand,443861,438523,5337,1
16,Karnataka,4096048,4055557,40398,93
17,Kerala,6917585,6845468,72103,14
18,Ladakh,29628,29394,231,3
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056691,1045891,10786,14
21,Maharashtra,8176225,8027396,148590,239
22,Manipur,140038,137887,2149,2
23,Meghalaya,96993,95364,1628,1
24,Mizoram,239567,238833,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348589,1339361,9215,13
27,Puducherry,177699,175714,1982,3
28,Punjab,793769,773172,20576,21
29,Rajasthan,1326946,1317058,9743,145
30,Sikkim,44948,44444,501,3
31,Tamil Nadu,3611591,3573496,38086,9
32,Telangana,844805,840678,4111,16
33,Tripura,108562,107617,943,2
34,Uttarakhand,452636,444855,7770,11
35,Uttar Pradesh,2145768,2121959,23722,87
36,West Bengal,2127522,2105930,21558,34
