ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340673,2325940,14733,0
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746150,738113,8035,2
5,Bihar,855260,842945,12314,1
6,Chandigarh,100691,99506,1185,0
7,Chhattisgarh,1187689,1173496,14190,3
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2040808,2014137,26665,6
10,Goa,263316,259300,4014,2
11,Gujarat,1291360,1280273,11079,8
12,Haryana,1078880,1068101,10754,25
13,Himachal Pradesh,322844,318598,4241,5
14,Jammu and Kashmir,482019,477225,4792,2
15,Jharkhand,443824,438490,5334,0
16,Karnataka,4088669,4048297,40357,15
17,Kerala,6907066,6834077,71945,1044
18,Ladakh,29587,29356,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056351,1045562,10786,3
21,Maharashtra,8170009,8021370,148556,83
22,Manipur,139973,137806,2149,18
23,Meghalaya,96956,95326,1628,2
24,Mizoram,239555,238820,734,1
25,Nagaland,36030,35247,782,1
26,Odisha,1348261,1339027,9215,19
27,Puducherry,177545,175564,1981,0
28,Punjab,792405,773064,19338,3
29,Rajasthan,1326461,1316721,9736,4
30,Sikkim,44870,44366,500,4
31,Tamil Nadu,3610612,3572527,38081,4
32,Telangana,844375,840258,4111,6
33,Tripura,108359,107402,941,16
34,Uttarakhand,452556,444784,7768,4
35,Uttar Pradesh,2145409,2121640,23707,62
36,West Bengal,2125536,2103886,21552,98
