ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10718,10564,129,25
2,Andhra Pradesh,2338531,2323634,14733,164
3,Arunachal Pradesh,66861,66552,296,13
4,Assam,745754,735063,8035,2656
5,Bihar,850687,838289,12302,96
6,Chandigarh,99241,98030,1181,30
7,Chhattisgarh,1176690,1162237,14137,316
8,Dadra and Nagar Haveli and Daman and Diu,11587,11582,4,1
9,Delhi,2004120,1977230,26505,385
10,Goa,258312,254203,3966,143
11,Gujarat,1275498,1263746,11036,716
12,Haryana,1055275,1044350,10707,218
13,Himachal Pradesh,312320,308015,4210,95
14,Jammu and Kashmir,479215,474365,4785,65
15,Jharkhand,442414,437020,5330,64
16,Karnataka,4065691,4022742,40287,2662
17,Kerala,6813224,6736401,71264,5559
18,Ladakh,29363,29109,231,23
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054446,1043573,10773,100
21,Maharashtra,8124754,7974031,148357,2366
22,Manipur,139825,137664,2149,12
23,Meghalaya,96722,95071,1622,29
24,Mizoram,238578,237764,723,91
25,Nagaland,35962,35180,781,1
26,Odisha,1334876,1325111,9199,566
27,Puducherry,174854,172719,1974,161
28,Punjab,782190,764110,17917,163
29,Rajasthan,1313502,1303574,9644,284
30,Sikkim,44212,43691,498,23
31,Tamil Nadu,3586926,3544171,38048,4707
32,Telangana,838524,833924,4111,489
33,Tripura,107815,106865,939,11
34,Uttarakhand,449271,440540,7751,980
35,Uttar Pradesh,2126614,2102559,23623,432
36,West Bengal,2115859,2092502,21515,1842
