ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10751,10622,129,0
2,Andhra Pradesh,2339089,2324353,14733,3
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746100,738065,8035,0
5,Bihar,851423,839117,12303,3
6,Chandigarh,99365,98182,1182,1
7,Chhattisgarh,1177794,1163637,14146,11
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007504,1980971,26523,10
10,Goa,259148,255122,4013,13
11,Gujarat,1277690,1266626,11046,18
12,Haryana,1056729,1045979,10714,36
13,Himachal Pradesh,312737,308508,4213,16
14,Jammu and Kashmir,479487,474682,4785,20
15,Jharkhand,442577,437245,5331,1
16,Karnataka,4073785,4033194,40311,280
17,Kerala,6830707,6757819,71587,1301
18,Ladakh,29423,29191,231,1
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054948,1044167,10777,4
21,Maharashtra,8137595,7988994,148421,180
22,Manipur,139924,137775,2149,0
23,Meghalaya,96788,95163,1625,0
24,Mizoram,238964,238238,726,0
25,Nagaland,35988,35206,782,0
26,Odisha,1336701,1327426,9205,70
27,Puducherry,175813,173806,1975,32
28,Punjab,784429,765115,19289,25
29,Rajasthan,1315604,1305943,9654,7
30,Sikkim,44325,43824,500,1
31,Tamil Nadu,3594873,3556733,38049,91
32,Telangana,841680,837479,4111,90
33,Tripura,108034,107094,940,0
34,Uttarakhand,449469,441716,7753,0
35,Uttar Pradesh,2128202,2104542,23648,12
36,West Bengal,2118828,2097264,21533,31
