ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340676,2325943,14733,0
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746150,738115,8035,0
5,Bihar,855263,842947,12314,2
6,Chandigarh,100693,99508,1185,0
7,Chhattisgarh,1187694,1173501,14190,3
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2040854,2014178,26666,10
10,Goa,263337,259320,4014,3
11,Gujarat,1291372,1280290,11079,3
12,Haryana,1078890,1068110,10755,25
13,Himachal Pradesh,322889,318639,4241,9
14,Jammu and Kashmir,482023,477231,4792,0
15,Jharkhand,443825,438491,5334,0
16,Karnataka,4088730,4048364,40357,9
17,Kerala,6907172,6834216,71947,1009
18,Ladakh,29595,29360,231,4
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056351,1045565,10786,0
21,Maharashtra,8170414,8021758,148557,99
22,Manipur,140033,137883,2149,1
23,Meghalaya,96970,95340,1628,2
24,Mizoram,239559,238825,734,0
25,Nagaland,36032,35250,782,0
26,Odisha,1348340,1339118,9215,7
27,Puducherry,177545,175564,1981,0
28,Punjab,792410,773071,19338,1
29,Rajasthan,1326462,1316726,9736,0
30,Sikkim,44910,44404,500,6
31,Tamil Nadu,3610638,3572552,38081,5
32,Telangana,844413,840289,4111,13
33,Tripura,108477,107529,942,6
34,Uttarakhand,452562,444794,7768,0
35,Uttar Pradesh,2145416,2121650,23709,57
36,West Bengal,2126031,2104299,21554,178
