ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10034,9905,129,0
2,Andhra Pradesh,2319653,2304888,14730,35
3,Arunachal Pradesh,64495,64199,296,0
4,Assam,724204,716212,6639,1353
5,Bihar,830514,818242,12256,16
6,Chandigarh,91976,90789,1165,22
7,Chhattisgarh,1152228,1138183,14034,11
8,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,0
9,Delhi,1871657,1842525,26162,2970
10,Goa,245376,241520,3832,24
11,Gujarat,1224214,1213173,10943,98
12,Haryana,988156,976097,10618,1441
13,Himachal Pradesh,284737,280526,4134,77
14,Jammu and Kashmir,453966,449160,4751,55
15,Jharkhand,435196,429857,5316,23
16,Karnataka,3946645,3904996,40057,1592
17,Kerala,6538536,6467215,68750,2571
18,Ladakh,28242,28011,228,3
19,Lakshadweep,11402,11350,52,0
20,Madhya Pradesh,1041281,1030489,10735,57
21,Maharashtra,7876382,7727789,147831,762
22,Manipur,137205,135056,2120,29
23,Meghalaya,93792,92193,1593,6
24,Mizoram,226590,225282,694,614
25,Nagaland,35488,34727,760,1
26,Odisha,1287968,1278687,9124,157
27,Puducherry,165777,163815,1962,0
28,Punjab,759355,741488,17744,123
29,Rajasthan,1283265,1273591,9552,122
30,Sikkim,39148,38693,452,3
31,Tamil Nadu,3453390,3415109,38025,256
32,Telangana,791709,787411,4111,187
33,Tripura,100879,99956,922,1
34,Uttarakhand,437356,429256,7693,407
35,Uttar Pradesh,2072268,2047786,23502,980
36,West Bengal,2017900,1996455,21200,245
