ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7565,7431,129,5
2,Andhra Pradesh,2013001,1984301,13838,14862
3,Arunachal Pradesh,52960,51800,260,900
4,Assam,588856,576241,5655,6960
5,Bihar,725700,715941,9653,106
6,Chandigarh,65099,64246,813,40
7,Chhattisgarh,1004420,990426,13555,439
8,Dadra and Nagar Haveli and Daman and Diu,10663,10653,4,6
9,Delhi,1437736,1412280,25081,375
10,Goa,173850,169769,3198,883
11,Gujarat,825410,815179,10081,150
12,Haryana,770466,760152,9675,639
13,Himachal Pradesh,213341,208103,3595,1643
14,Jammu and Kashmir,325253,319582,4407,1264
15,Jharkhand,347855,342585,5132,138
16,Karnataka,2948228,2892517,37293,18418
17,Kerala,4027030,3796317,20673,210040
18,Ladakh,20555,20277,207,71
19,Lakshadweep,10345,10262,51,32
20,Madhya Pradesh,792165,781574,10516,75
21,Maharashtra,6460680,6268112,137209,55359
22,Manipur,113551,108430,1781,3340
23,Meghalaya,75735,71919,1307,2509
24,Mizoram,59119,49798,214,9107
25,Nagaland,30003,28619,617,767
26,Odisha,1007112,992473,7901,6738
27,Puducherry,123457,120978,1812,667
28,Punjab,600576,583844,16373,359
29,Rajasthan,954093,945030,8954,109
30,Sikkim,29841,28285,370,1186
31,Tamil Nadu,2613360,2561376,34899,17085
32,Telangana,657716,647953,3872,5891
33,Tripura,82862,81132,800,930
34,Uttarakhand,342948,335211,7381,356
35,Uttar Pradesh,1709271,1686182,22820,269
36,West Bengal,1548058,1520702,18434,8922
