ID,state,total_cases,discharged,deaths,active_cases
1,Andhra Pradesh,322,322,0,0
2,Arunachal Pradesh,3,3,0,0
3,Assam,193,183,0,10
4,Bihar,143,143,0,0
5,Chandigarh,18,17,0,1
6,Chhattisgarh,239,226,5,8
7,Delhi,4064,4026,21,17
8,Goa,29,29,0,0
9,Gujarat,3671,3627,2,42
10,Haryana,650,638,4,8
11,Himachal Pradesh,6,4,0,2
12,Jammu and Kashmir,127,105,1,21
13,Jharkhand,82,81,1,0
14,Karnataka,2959,2945,11,3
15,Kerala,8731,8645,52,34
16,Ladakh,5,5,0,0
17,Madhya Pradesh,350,337,10,3
18,Maharashtra,2703,2623,43,37
19,Manipur,343,327,0,16
20,Meghalaya,1,1,0,0
21,Mizoram,13,12,0,1
22,Nagaland,3,3,0,0
23,Odisha,171,167,0,4
24,Puducherry,126,125,0,1
25,Punjab,253,228,4,21
26,Rajasthan,820,779,3,38
27,Sikkim,281,261,1,19
28,Tamil Nadu,1180,1161,7,12
29,Telangana,33,33,0,0
30,Tripura,31,31,0,0
31,Uttarakhand,112,112,0,0
32,Uttar Pradesh,1100,1078,2,20
33,West Bengal,1167,1125,1,41
