ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,9925,9604,129,192
2,Andhra Pradesh,2305052,2227985,14672,62395
3,Arunachal Pradesh,63619,61884,292,1443
4,Assam,721937,706931,6571,8435
5,Bihar,827547,812953,12239,2355
6,Chandigarh,90811,88347,1141,1323
7,Chhattisgarh,1140467,1112810,13951,13706
8,Dadra and Nagar Haveli and Daman and Diu,11402,11303,4,95
9,Delhi,1845084,1811201,25998,7885
10,Goa,242659,234534,3748,4377
11,Gujarat,1203150,1153818,10688,38644
12,Haryana,966094,943876,10416,11802
13,Himachal Pradesh,277236,267754,4051,5431
14,Jammu and Kashmir,447334,427689,4721,14924
15,Jharkhand,431905,424171,5313,2421
16,Karnataka,3902309,3775799,39396,87114
17,Kerala,6293907,5932609,59115,302183
18,Ladakh,26992,25884,226,882
19,Lakshadweep,11241,11041,52,148
20,Madhya Pradesh,1009698,958443,10664,40591
21,Maharashtra,7810136,7557034,143098,110004
22,Manipur,135010,129285,2066,3659
23,Meghalaya,92363,89476,1548,1339
24,Mizoram,188109,173495,623,13991
25,Nagaland,34927,33490,746,691
26,Odisha,1268308,1241597,8754,17957
27,Puducherry,164376,158737,1950,3689
28,Punjab,752635,726416,17469,8750
29,Rajasthan,1247480,1197209,9391,40880
30,Sikkim,38709,37734,436,539
31,Tamil Nadu,3415986,3272322,37772,105892
32,Telangana,778910,750809,4101,24000
33,Tripura,100697,99182,919,596
34,Uttarakhand,430163,409574,7620,12969
35,Uttar Pradesh,2046920,1996865,23330,26725
36,West Bengal,2006513,1968797,20852,16864
