ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7600,7458,129,13
2,Andhra Pradesh,2038690,2009921,14070,14699
3,Arunachal Pradesh,54070,53377,271,422
4,Assam,597968,587115,5797,5056
5,Bihar,725894,716165,9659,70
6,Chandigarh,65181,64326,818,37
7,Chhattisgarh,1005056,991191,13561,304
8,Dadra and Nagar Haveli and Daman and Diu,10670,10665,4,1
9,Delhi,1438497,1413025,25085,387
10,Goa,175498,171430,3294,774
11,Gujarat,825723,815505,10082,136
12,Haryana,770733,760591,9808,334
13,Himachal Pradesh,216906,211694,3650,1562
14,Jammu and Kashmir,327941,322032,4416,1493
15,Jharkhand,348116,342927,5133,56
16,Karnataka,2967866,2914852,37603,15411
17,Kerala,4508466,4310674,23591,174201
18,Ladakh,20730,20389,207,134
19,Lakshadweep,10356,10300,51,5
20,Madhya Pradesh,792394,781781,10517,96
21,Maharashtra,6521915,6336887,138518,46510
22,Manipur,118495,114475,1831,2189
23,Meghalaya,79493,76223,1379,1891
24,Mizoram,79729,65336,261,14132
25,Nagaland,30864,29727,653,484
26,Odisha,1020244,1007066,8135,5043
27,Puducherry,125463,122709,1831,923
28,Punjab,601264,584479,16468,317
29,Rajasthan,954254,945199,8954,101
30,Sikkim,30955,29863,379,713
31,Tamil Nadu,2645380,2593074,35337,16969
32,Telangana,663454,654545,3904,5005
33,Tripura,83854,82710,808,336
34,Uttarakhand,343382,335719,7390,273
35,Uttar Pradesh,1709669,1686584,22887,198
36,West Bengal,1561649,1535091,18652,7906
