ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2341092,2326357,14733,2
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746231,738193,8037,1
5,Bihar,855622,843284,12315,23
6,Chandigarh,100739,99549,1186,4
7,Chhattisgarh,1188541,1174327,14201,13
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2042778,2015969,26689,120
10,Goa,263618,259596,4014,8
11,Gujarat,1292342,1281190,11096,56
12,Haryana,1079148,1068366,10781,1
13,Himachal Pradesh,323052,318796,4246,10
14,Jammu and Kashmir,482187,477391,4793,3
15,Jharkhand,443861,438524,5337,0
16,Karnataka,4096416,4055951,40400,65
17,Kerala,6917628,6845508,72104,16
18,Ladakh,29658,29405,231,22
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056724,1045915,10786,23
21,Maharashtra,8176909,8028136,148595,178
22,Manipur,140038,137889,2149,0
23,Meghalaya,96993,95365,1628,0
24,Mizoram,239567,238833,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348613,1339391,9215,7
27,Puducherry,177711,175725,1982,4
28,Punjab,793839,773238,20583,18
29,Rajasthan,1327364,1317444,9746,174
30,Sikkim,44949,44447,501,1
31,Tamil Nadu,3611639,3573530,38086,23
32,Telangana,844842,840720,4111,11
33,Tripura,108565,107622,943,0
34,Uttarakhand,452703,444907,7774,22
35,Uttar Pradesh,2145991,2122204,23723,64
36,West Bengal,2127607,2106022,21558,27
