ID,state,total_cases,discharged,deaths,active_cases
1,Andhra Pradesh,322,322,0,0
2,Arunachal Pradesh,3,3,0,0
3,Assam,183,179,0,4
4,Bihar,143,141,0,2
5,Chandigarh,17,17,0,0
6,Chhattisgarh,236,223,5,8
7,Delhi,4040,4001,21,18
8,Goa,29,29,0,0
9,Gujarat,3667,3619,2,46
10,Haryana,642,613,4,25
11,Himachal Pradesh,4,4,0,0
12,Jammu and Kashmir,121,101,1,19
13,Jharkhand,82,81,1,0
14,Karnataka,2944,2914,11,19
15,Kerala,8709,8607,52,50
16,Ladakh,5,5,0,0
17,Madhya Pradesh,348,333,10,5
18,Maharashtra,2677,2596,42,39
19,Manipur,332,323,0,9
20,Meghalaya,1,1,0,0
21,Mizoram,12,11,0,1
22,Nagaland,3,3,0,0
23,Odisha,169,165,0,4
24,Puducherry,125,125,0,0
25,Punjab,237,219,4,14
26,Rajasthan,812,779,3,30
27,Sikkim,272,248,0,24
28,Tamil Nadu,1176,1152,7,17
29,Telangana,33,33,0,0
30,Tripura,31,30,0,1
31,Uttarakhand,111,110,0,1
32,Uttar Pradesh,1084,1056,2,26
33,West Bengal,1167,1125,1,41
