ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10741,10612,129,0
2,Andhra Pradesh,2339063,2324327,14733,3
3,Arunachal Pradesh,66890,66593,296,1
4,Assam,746100,738064,8035,1
5,Bihar,851364,839053,12302,9
6,Chandigarh,99342,98159,1181,2
7,Chhattisgarh,1177741,1163591,14146,4
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007077,1980529,26519,29
10,Goa,259056,255030,4013,13
11,Gujarat,1277511,1266441,11043,27
12,Haryana,1056563,1045814,10714,35
13,Himachal Pradesh,312611,308379,4213,19
14,Jammu and Kashmir,479390,474594,4785,11
15,Jharkhand,442567,437236,5331,0
16,Karnataka,4071661,4030054,40307,1300
17,Kerala,6827578,6754594,71534,1450
18,Ladakh,29408,29176,231,1
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054914,1044135,10776,3
21,Maharashtra,8136328,7987762,148411,155
22,Manipur,139922,137771,2149,2
23,Meghalaya,96781,95155,1624,2
24,Mizoram,238964,238238,726,0
25,Nagaland,35986,35204,782,0
26,Odisha,1336513,1327198,9205,110
27,Puducherry,175502,173523,1975,4
28,Punjab,784152,764851,19289,12
29,Rajasthan,1315354,1305621,9653,80
30,Sikkim,44318,43818,499,1
31,Tamil Nadu,3594305,3556203,38049,53
32,Telangana,841232,837080,4111,41
33,Tripura,108034,107093,940,1
34,Uttarakhand,449354,441566,7751,37
35,Uttar Pradesh,2128076,2104345,23633,98
36,West Bengal,2118548,2096969,21531,48
