ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10568,10395,129,44
2,Andhra Pradesh,2335966,2320227,14733,1006
3,Arunachal Pradesh,66571,66154,296,121
4,Assam,743677,732688,8029,2960
5,Bihar,846906,833852,12292,762
6,Chandigarh,98446,96859,1177,410
7,Chhattisgarh,1172474,1156789,14101,1584
8,Dadra and Nagar Haveli and Daman and Diu,11569,11563,4,2
9,Delhi,1994448,1963376,26427,4645
10,Goa,255072,250109,3857,1106
11,Gujarat,1267949,1254821,10999,2129
12,Haryana,1048356,1034227,10667,3462
13,Himachal Pradesh,309589,303489,4193,1907
14,Jammu and Kashmir,476175,469103,4779,2293
15,Jharkhand,441713,436030,5330,353
16,Karnataka,4042099,3991342,40216,10541
17,Kerala,6745310,6666731,70719,7860
18,Ladakh,29158,28858,229,71
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1052933,1041564,10767,602
21,Maharashtra,8085566,7925645,148196,11725
22,Manipur,139620,137373,2145,102
23,Meghalaya,96325,94370,1616,339
24,Mizoram,236319,234798,717,804
25,Nagaland,35890,35098,777,15
26,Odisha,1325264,1313679,9164,2421
27,Puducherry,172422,170191,1967,264
28,Punjab,781441,747101,17883,16457
29,Rajasthan,1305555,1292017,9614,3924
30,Sikkim,43390,42675,484,231
31,Tamil Nadu,3563913,3520038,38033,5842
32,Telangana,832219,825356,4111,2752
33,Tripura,107685,106648,938,99
34,Uttarakhand,447347,437870,7735,1742
35,Uttar Pradesh,2119246,2091355,23595,4296
36,West Bengal,2104950,2079870,21445,3635
