ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10751,10622,129,0
2,Andhra Pradesh,2339186,2324382,14733,71
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746104,738065,8035,4
5,Bihar,851468,839139,12303,26
6,Chandigarh,99461,98224,1183,54
7,Chhattisgarh,1177879,1163668,14147,64
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2009656,1982198,26526,932
10,Goa,259813,255346,4014,453
11,Gujarat,1281864,1268563,11054,2247
12,Haryana,1057534,1046356,10714,464
13,Himachal Pradesh,314076,309061,4217,798
14,Jammu and Kashmir,479685,474806,4785,94
15,Jharkhand,442619,437262,5332,25
16,Karnataka,4077103,4035744,40322,1037
17,Kerala,6835918,6760446,71620,3852
18,Ladakh,29445,29202,231,12
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1055088,1044266,10777,45
21,Maharashtra,8143686,7992229,148441,3016
22,Manipur,139924,137775,2149,0
23,Meghalaya,96791,95165,1625,1
24,Mizoram,238969,238243,726,0
25,Nagaland,35988,35206,782,0
26,Odisha,1336923,1327560,9205,158
27,Puducherry,176049,174023,1976,50
28,Punjab,784936,765368,19289,279
29,Rajasthan,1316061,1306190,9661,210
30,Sikkim,44351,43833,500,18
31,Tamil Nadu,3596651,3557875,38050,726
32,Telangana,842479,838213,4111,155
33,Tripura,108034,107094,940,0
34,Uttarakhand,449617,441835,7755,27
35,Uttar Pradesh,2128776,2104840,23650,286
36,West Bengal,2119004,2097367,21533,104
