ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,2399,1226,28,1145
2,Andhra Pradesh,289829,201234,2650,85945
3,Arunachal Pradesh,2701,1808,5,888
4,Assam,76875,55215,189,21471
5,Bihar,103844,72324,461,31059
6,Chandigarh,2102,1137,29,936
7,Chhattisgarh,15471,10235,141,5095
8,Dadra and Nagar Haveli and Daman and Diu,1878,1431,2,445
9,Delhi,152580,137561,4196,10823
10,Goa,11639,7775,104,3760
11,Gujarat,78680,61512,2785,14383
12,Haryana,47153,39601,538,7014
13,Himachal Pradesh,4156,2720,19,1417
14,Jammu and Kashmir,28470,20943,542,6985
15,Jharkhand,23055,14699,244,8112
16,Karnataka,226966,141491,3947,81528
17,Kerala,44415,28894,156,15365
18,Ladakh,1948,1356,14,578
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,45455,34038,1105,10312
21,Maharashtra,595865,417123,20037,158705
22,Manipur,4569,2632,16,1921
23,Meghalaya,1374,675,6,693
24,Mizoram,789,371,0,418
25,Nagaland,3394,1422,8,1964
26,Odisha,60050,42277,343,17430
27,Puducherry,7732,4443,110,3179
28,Punjab,31206,19431,812,10963
29,Rajasthan,61296,46604,876,13816
30,Sikkim,1167,673,1,493
31,Tamil Nadu,338055,278270,5766,54019
32,Telangana,92255,70132,703,21420
33,Tripura,7204,5286,59,1859
34,Uttarakhand,12175,8100,152,3923
35,Uttar Pradesh,154418,100432,2449,51537
36,West Bengal,116498,86771,2428,27299
