ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2341096,2326362,14733,1
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746234,738196,8037,1
5,Bihar,855669,843345,12315,9
6,Chandigarh,100750,99563,1186,1
7,Chhattisgarh,1188563,1174358,14201,4
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2042966,2016235,26692,39
10,Goa,263635,259616,4014,5
11,Gujarat,1292477,1281329,11099,49
12,Haryana,1079166,1068379,10785,2
13,Himachal Pradesh,323089,318831,4246,12
14,Jammu and Kashmir,482189,477396,4793,0
15,Jharkhand,443861,438524,5337,0
16,Karnataka,4096651,4056199,40405,47
17,Kerala,6917733,6845569,72105,59
18,Ladakh,29668,29436,231,1
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056752,1045952,10786,14
21,Maharashtra,8177194,8028507,148600,87
22,Manipur,140038,137889,2149,0
23,Meghalaya,96994,95366,1628,0
24,Mizoram,239567,238833,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348623,1339406,9215,2
27,Puducherry,177733,175738,1982,13
28,Punjab,793874,773281,20588,5
29,Rajasthan,1327587,1317719,9746,122
30,Sikkim,44949,44448,501,0
31,Tamil Nadu,3611718,3573602,38086,30
32,Telangana,844867,840748,4111,8
33,Tripura,108566,107623,943,0
34,Uttarakhand,452726,444947,7778,1
35,Uttar Pradesh,2146064,2122284,23726,54
36,West Bengal,2127641,2106060,21558,23
