ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,198,145,0,53
2,Andhra Pradesh,44609,21763,586,22260
3,Arunachal Pradesh,650,274,3,373
4,Assam,22918,15165,53,7700
5,Bihar,25136,15536,208,9392
6,Chandigarh,700,485,12,203
7,Chhattisgarh,5233,3658,24,1551
8,Dadra and Nagar Haveli and Daman and Diu,602,414,2,186
9,Delhi,121582,101274,3597,16711
10,Goa,3484,2038,21,1425
11,Gujarat,47390,34035,2122,11233
12,Haryana,25547,19318,344,5885
13,Himachal Pradesh,1457,1036,11,410
14,Jammu and Kashmir,13198,7165,236,5797
15,Jharkhand,5342,2611,46,2685
16,Karnataka,59652,21775,1240,36637
17,Kerala,11659,5199,40,6420
18,Ladakh,1159,985,1,173
19,Madhya Pradesh,21763,14864,706,6193
20,Maharashtra,300937,165663,11596,123678
21,Manipur,1891,1182,0,709
22,Meghalaya,418,66,2,350
23,Mizoram,284,167,0,117
24,Nagaland,978,432,0,546
25,Odisha,16701,11937,86,4678
26,Puducherry,1894,1066,28,800
27,Punjab,9792,6454,246,3092
28,Rajasthan,28500,21144,553,6803
29,Sikkim,275,90,0,185
30,Tamil Nadu,165714,113856,2403,49455
31,Telangana,43780,30607,409,12764
32,Tripura,2654,1735,5,914
33,Uttarakhand,4276,3081,52,1143
34,Uttar Pradesh,47036,28664,1108,17264
35,West Bengal,40209,23539,1076,15594
