ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2341095,2326362,14733,0
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746234,738195,8037,2
5,Bihar,855662,843338,12315,9
6,Chandigarh,100749,99561,1186,2
7,Chhattisgarh,1188563,1174358,14201,4
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2042950,2016214,26692,44
10,Goa,263633,259609,4014,10
11,Gujarat,1292459,1281297,11099,63
12,Haryana,1079165,1068379,10784,2
13,Himachal Pradesh,323085,318824,4246,15
14,Jammu and Kashmir,482189,477394,4793,2
15,Jharkhand,443861,438524,5337,0
16,Karnataka,4096602,4056134,40404,64
17,Kerala,6917692,6845553,72105,34
18,Ladakh,29668,29433,231,4
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056749,1045948,10786,15
21,Maharashtra,8177165,8028448,148599,118
22,Manipur,140038,137889,2149,0
23,Meghalaya,96994,95366,1628,0
24,Mizoram,239567,238833,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348622,1339405,9215,2
27,Puducherry,177726,175732,1982,12
28,Punjab,793869,773271,20588,10
29,Rajasthan,1327566,1317636,9746,184
30,Sikkim,44949,44448,501,0
31,Tamil Nadu,3611703,3573585,38086,32
32,Telangana,844864,840743,4111,10
33,Tripura,108566,107623,943,0
34,Uttarakhand,452725,444943,7778,4
35,Uttar Pradesh,2146051,2122275,23724,52
36,West Bengal,2127638,2106057,21558,23
