ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,3292,2904,50,338
2,Andhra Pradesh,487331,382104,4347,100880
3,Arunachal Pradesh,4914,3381,8,1525
4,Assam,123922,95063,352,28507
5,Bihar,145832,128503,735,16594
6,Chandigarh,5502,3290,69,2143
7,Chhattisgarh,43163,20487,356,22320
8,Dadra and Nagar Haveli and Daman and Diu,2537,2234,2,301
9,Delhi,188193,163785,4538,19870
10,Goa,20455,15281,229,4945
11,Gujarat,102844,83419,3091,16334
12,Haryana,74272,58580,781,14911
13,Himachal Pradesh,7018,4986,54,1978
14,Jammu and Kashmir,42241,31924,770,9547
15,Jharkhand,49797,34330,462,15005
16,Karnataka,389232,283298,6298,99636
17,Kerala,84759,62555,337,21867
18,Ladakh,2996,2127,35,834
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,71880,54649,1543,15688
21,Maharashtra,883862,636574,26276,221012
22,Manipur,6883,4975,36,1872
23,Meghalaya,2916,1527,15,1374
24,Mizoram,1062,718,0,344
25,Nagaland,4128,3392,10,726
26,Odisha,120221,93774,538,25909
27,Puducherry,16566,11107,298,5161
28,Punjab,61527,43849,1808,15870
29,Rajasthan,89363,73245,1122,14996
30,Sikkim,1901,1347,5,549
31,Tamil Nadu,457697,398366,7748,51583
32,Telangana,140969,107530,886,32553
33,Tripura,15109,8745,144,6220
34,Uttarakhand,23961,16056,330,7575
35,Uttar Pradesh,259765,195959,3843,59963
36,West Bengal,177701,150801,3510,23390
