ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10741,10612,129,0
2,Andhra Pradesh,2339063,2324326,14733,4
3,Arunachal Pradesh,66890,66593,296,1
4,Assam,746100,738064,8035,1
5,Bihar,851362,839053,12302,7
6,Chandigarh,99342,98159,1181,2
7,Chhattisgarh,1177741,1163591,14146,4
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007063,1980523,26519,21
10,Goa,259056,255030,4013,13
11,Gujarat,1277508,1266439,11043,26
12,Haryana,1056561,1045812,10714,35
13,Himachal Pradesh,312604,308377,4213,14
14,Jammu and Kashmir,479389,474593,4785,11
15,Jharkhand,442567,437236,5331,0
16,Karnataka,4071644,4029966,40307,1371
17,Kerala,6827504,6754540,71530,1434
18,Ladakh,29408,29176,231,1
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054913,1044135,10776,2
21,Maharashtra,8136306,7987731,148410,165
22,Manipur,139922,137771,2149,2
23,Meghalaya,96780,95155,1624,1
24,Mizoram,238964,238238,726,0
25,Nagaland,35986,35204,782,0
26,Odisha,1336508,1327198,9205,105
27,Puducherry,175501,173522,1975,4
28,Punjab,784152,764850,19289,13
29,Rajasthan,1315350,1305619,9653,78
30,Sikkim,44318,43818,499,1
31,Tamil Nadu,3594298,3556196,38049,53
32,Telangana,841227,837071,4111,45
33,Tripura,108034,107093,940,1
34,Uttarakhand,449350,441556,7751,43
35,Uttar Pradesh,2128072,2104340,23633,99
36,West Bengal,2118546,2096964,21531,51
