ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10751,10622,129,0
2,Andhra Pradesh,2339088,2324353,14733,2
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746100,738065,8035,0
5,Bihar,851422,839116,12303,3
6,Chandigarh,99365,98182,1182,1
7,Chhattisgarh,1177793,1163636,14146,11
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007494,1980954,26523,17
10,Goa,259146,255120,4013,13
11,Gujarat,1277685,1266622,11046,17
12,Haryana,1056723,1045975,10714,34
13,Himachal Pradesh,312736,308508,4213,15
14,Jammu and Kashmir,479487,474681,4785,21
15,Jharkhand,442577,437244,5331,2
16,Karnataka,4073670,4033120,40311,239
17,Kerala,6830627,6757759,71585,1283
18,Ladakh,29422,29191,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054947,1044167,10777,3
21,Maharashtra,8137548,7988977,148421,150
22,Manipur,139924,137775,2149,0
23,Meghalaya,96788,95162,1625,1
24,Mizoram,238964,238238,726,0
25,Nagaland,35988,35206,782,0
26,Odisha,1336699,1327420,9205,74
27,Puducherry,175810,173798,1975,37
28,Punjab,784417,765110,19289,18
29,Rajasthan,1315601,1305939,9654,8
30,Sikkim,44325,43824,500,1
31,Tamil Nadu,3594840,3556715,38049,76
32,Telangana,841656,837466,4111,79
33,Tripura,108034,107094,940,0
34,Uttarakhand,449469,441716,7753,0
35,Uttar Pradesh,2128202,2104542,23648,12
36,West Bengal,2118822,2097257,21533,32
