ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7501,7359,129,13
2,Andhra Pradesh,1932105,1893498,13081,25526
3,Arunachal Pradesh,41646,37272,197,4177
4,Assam,542445,517041,4937,20467
5,Bihar,723695,713273,9625,797
6,Chandigarh,61856,60980,809,67
7,Chhattisgarh,999150,981645,13489,4016
8,Dadra and Nagar Haveli and Daman and Diu,10591,10565,4,22
9,Delhi,1435353,1409660,25022,671
10,Goa,169341,164460,3102,1779
11,Gujarat,824384,813673,10074,637
12,Haryana,769417,759001,9578,838
13,Himachal Pradesh,204098,199446,3502,1150
14,Jammu and Kashmir,319355,312890,4361,2104
15,Jharkhand,346533,341077,5120,336
16,Karnataka,2878564,2810121,36037,32406
17,Kerala,3117083,2982545,15025,119513
18,Ladakh,20234,19920,206,108
19,Lakshadweep,10043,9905,49,89
20,Madhya Pradesh,791614,780851,10510,253
21,Maharashtra,6189257,5952192,126560,110505
22,Manipur,81560,71662,1340,8558
23,Meghalaya,56052,51132,926,3994
24,Mizoram,26207,20478,117,5612
25,Nagaland,26381,24815,516,1050
26,Odisha,947859,923209,4861,19789
27,Puducherry,119405,116325,1773,1307
28,Punjab,598027,580483,16212,1332
29,Rajasthan,953257,943788,8947,522
30,Sikkim,22929,20289,318,2322
31,Tamil Nadu,2528806,2465250,33606,29950
32,Telangana,634605,620757,3747,10101
33,Tripura,72860,67455,722,4683
34,Uttarakhand,341362,333316,7354,692
35,Uttar Pradesh,1707655,1683551,22705,1399
36,West Bengal,1515599,1483992,17970,13637
