ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10760,10622,129,9
2,Andhra Pradesh,2339552,2324612,14733,207
3,Arunachal Pradesh,66893,66595,296,2
4,Assam,746105,738068,8035,2
5,Bihar,851797,839256,12304,237
6,Chandigarh,99804,98406,1184,214
7,Chhattisgarh,1179093,1163949,14150,994
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2017250,1987357,26546,3347
10,Goa,261275,256509,4014,752
11,Gujarat,1285887,1272830,11065,1992
12,Haryana,1061709,1048563,10719,2427
13,Himachal Pradesh,317873,311720,4227,1926
14,Jammu and Kashmir,480442,475123,4788,531
15,Jharkhand,442761,437305,5332,124
16,Karnataka,4080539,4038709,40332,1498
17,Kerala,6857440,6769467,71665,16308
18,Ladakh,29511,29257,231,23
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1055453,1044450,10777,226
21,Maharashtra,8152291,7998400,148470,5421
22,Manipur,139940,137782,2149,9
23,Meghalaya,96804,95169,1625,10
24,Mizoram,238970,238243,726,1
25,Nagaland,35992,35207,782,3
26,Odisha,1338157,1327849,9206,1102
27,Puducherry,176550,174210,1977,363
28,Punjab,786253,766063,19300,890
29,Rajasthan,1317519,1306603,9671,1245
30,Sikkim,44450,43872,500,78
31,Tamil Nadu,3600237,3559695,38053,2489
32,Telangana,842813,838493,4111,209
33,Tripura,108034,107094,940,0
34,Uttarakhand,450094,442140,7757,197
35,Uttar Pradesh,2131509,2106066,23652,1791
36,West Bengal,2119396,2097492,21533,371
