ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,6150,5850,70,230
2,Andhra Pradesh,1163994,1003935,8207,151852
3,Arunachal Pradesh,18958,17363,59,1536
4,Assam,263450,234237,1389,27824
5,Bihar,509047,398558,2821,107668
6,Chandigarh,45196,36746,507,7943
7,Chhattisgarh,771701,641449,9275,120977
8,Dadra and Nagar Haveli and Daman and Diu,8008,6334,4,1670
9,Delhi,1212989,1105983,17414,89592
10,Goa,98088,70929,1320,25839
11,Gujarat,607422,452275,7648,147499
12,Haryana,527773,418425,4626,104722
13,Himachal Pradesh,107121,83721,1612,21788
14,Jammu and Kashmir,187219,150231,2421,34567
15,Jharkhand,251371,188623,3073,59675
16,Karnataka,1646303,1185299,16250,444754
17,Kerala,1664789,1313109,5450,346230
18,Ladakh,14315,12884,148,1283
19,Lakshadweep,3080,1868,6,1206
20,Madhya Pradesh,600430,508775,5905,85750
21,Maharashtra,4771022,4041158,70851,659013
22,Manipur,32523,30030,422,2071
23,Meghalaya,17675,15606,185,1884
24,Mizoram,6556,5112,17,1427
25,Nagaland,14451,12752,115,1584
26,Odisha,471536,404063,2073,65400
27,Puducherry,62160,50698,848,10614
28,Punjab,392042,321861,9472,60709
29,Rajasthan,651247,452164,4712,194371
30,Sikkim,8468,6595,150,1723
31,Tamil Nadu,1228064,1090338,14468,123258
32,Telangana,463361,381365,2476,79520
33,Tripura,35994,33869,400,1725
34,Uttarakhand,197023,138657,2930,55436
35,Uttar Pradesh,1342413,1043134,13447,285832
36,West Bengal,880894,749296,11637,119961
