ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,6878,6544,106,228
2,Andhra Pradesh,1609105,1400754,10328,198023
3,Arunachal Pradesh,25002,21575,104,3323
4,Assam,381171,323368,2915,54888
5,Bihar,695726,655850,4746,35130
6,Chandigarh,58992,54215,714,4063
7,Chhattisgarh,956715,887518,12723,56474
8,Dadra and Nagar Haveli and Daman and Diu,10092,9657,4,431
9,Delhi,1419986,1374682,23565,21739
10,Goa,149410,131244,2460,15706
11,Gujarat,794912,722741,9665,62506
12,Haryana,744602,702779,7735,34088
13,Himachal Pradesh,182982,157042,2887,23053
14,Jammu and Kashmir,275822,227242,3662,44918
15,Jharkhand,333058,312526,4891,15641
16,Karnataka,2472973,2022172,26399,424402
17,Kerala,2395590,2132071,7731,255788
18,Ladakh,17810,16070,179,1561
19,Lakshadweep,7111,4765,26,2320
20,Madhya Pradesh,769696,713376,7686,48634
21,Maharashtra,5626155,5218768,90349,317038
22,Manipur,45451,37946,720,6785
23,Meghalaya,31449,22976,502,7971
24,Mizoram,10937,8160,34,2743
25,Nagaland,20535,15414,315,4806
26,Odisha,714380,612993,2549,98838
27,Puducherry,98219,81336,1408,15475
28,Punjab,548231,481462,13642,53127
29,Rajasthan,923860,828558,7911,87391
30,Sikkim,13511,9904,237,3370
31,Tamil Nadu,1911496,1583504,21340,306652
32,Telangana,560141,518266,3169,38706
33,Tripura,47965,39491,473,8001
34,Uttarakhand,318346,266758,6020,45568
35,Uttar Pradesh,1677508,1588161,19519,69828
36,West Bengal,1301978,1160928,14674,126376
