ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10629,10490,129,10
2,Andhra Pradesh,2337601,2322541,14733,327
3,Arunachal Pradesh,66779,66434,296,49
4,Assam,745049,734180,8034,2835
5,Bihar,849578,836732,12297,549
6,Chandigarh,99062,97769,1181,112
7,Chhattisgarh,1174954,1160124,14119,711
8,Dadra and Nagar Haveli and Daman and Diu,11582,11576,4,2
9,Delhi,2001769,1974656,26494,619
10,Goa,257145,252622,3964,559
11,Gujarat,1272424,1260112,11021,1291
12,Haryana,1053837,1042576,10693,568
13,Himachal Pradesh,311705,307142,4205,358
14,Jammu and Kashmir,478759,473623,4784,352
15,Jharkhand,442135,436681,5330,124
16,Karnataka,4058874,4014665,40264,3945
17,Kerala,6772995,6690884,70915,11196
18,Ladakh,29293,29020,230,43
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1053910,1042905,10770,235
21,Maharashtra,8111246,7957095,148289,5862
22,Manipur,139764,137593,2148,23
23,Meghalaya,96567,94882,1619,66
24,Mizoram,237846,236803,722,321
25,Nagaland,35933,35148,780,5
26,Odisha,1330434,1319588,9185,1661
27,Puducherry,173378,171074,1969,335
28,Punjab,783961,762997,17906,3058
29,Rajasthan,1310545,1300444,9629,472
30,Sikkim,43920,43365,495,60
31,Tamil Nadu,3574093,3531216,38038,4839
32,Telangana,836052,831085,4111,856
33,Tripura,107748,106797,938,13
34,Uttarakhand,448813,439917,7743,1153
35,Uttar Pradesh,2124926,2100225,23615,1086
36,West Bengal,2109448,2086093,21483,1872
