ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2341096,2326363,14733,0
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746234,738197,8037,0
5,Bihar,855674,843353,12315,6
6,Chandigarh,100752,99563,1186,3
7,Chhattisgarh,1188563,1174360,14201,2
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2042988,2016267,26693,28
10,Goa,263638,259617,4014,7
11,Gujarat,1292488,1281343,11100,45
12,Haryana,1079166,1068381,10785,0
13,Himachal Pradesh,323092,318839,4246,7
14,Jammu and Kashmir,482189,477396,4793,0
15,Jharkhand,443861,438524,5337,0
16,Karnataka,4096684,4056230,40405,49
17,Kerala,6917757,6845587,72106,64
18,Ladakh,29670,29437,231,2
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056756,1045960,10786,10
21,Maharashtra,8177222,8028555,148600,67
22,Manipur,140038,137889,2149,0
23,Meghalaya,96994,95366,1628,0
24,Mizoram,239567,238833,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348623,1339407,9215,1
27,Puducherry,177736,175746,1982,8
28,Punjab,793878,773281,20588,9
29,Rajasthan,1327609,1317736,9746,127
30,Sikkim,44949,44448,501,0
31,Tamil Nadu,3611747,3573614,38086,47
32,Telangana,844868,840752,4111,5
33,Tripura,108566,107623,943,0
34,Uttarakhand,452729,444948,7778,3
35,Uttar Pradesh,2146067,2122290,23726,51
36,West Bengal,2127645,2106063,21558,24
