ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10751,10622,129,0
2,Andhra Pradesh,2339106,2324364,14733,9
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746101,738065,8035,1
5,Bihar,851431,839123,12303,5
6,Chandigarh,99387,98190,1182,15
7,Chhattisgarh,1177812,1163658,14146,8
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007898,1981185,26523,190
10,Goa,259262,255164,4013,85
11,Gujarat,1278583,1266881,11047,655
12,Haryana,1056854,1046067,10714,73
13,Himachal Pradesh,313007,308622,4215,170
14,Jammu and Kashmir,479573,474720,4785,68
15,Jharkhand,442589,437247,5332,10
16,Karnataka,4075375,4034481,40317,577
17,Kerala,6832273,6758924,71594,1755
18,Ladakh,29429,29194,231,4
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1055011,1044209,10777,25
21,Maharashtra,8139501,7989909,148428,1164
22,Manipur,139924,137775,2149,0
23,Meghalaya,96788,95163,1625,0
24,Mizoram,238969,238243,726,0
25,Nagaland,35988,35206,782,0
26,Odisha,1336762,1327457,9205,100
27,Puducherry,175963,173911,1976,76
28,Punjab,784595,765213,19289,93
29,Rajasthan,1315748,1305991,9657,100
30,Sikkim,44332,43826,500,6
31,Tamil Nadu,3595528,3557149,38050,329
32,Telangana,842227,837863,4111,253
33,Tripura,108034,107094,940,0
34,Uttarakhand,449521,441743,7754,24
35,Uttar Pradesh,2128307,2104584,23649,74
36,West Bengal,2118894,2097315,21533,46
