ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10751,10622,129,0
2,Andhra Pradesh,2339085,2324351,14733,1
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746100,738065,8035,0
5,Bihar,851418,839113,12303,2
6,Chandigarh,99361,98180,1181,0
7,Chhattisgarh,1177782,1163632,14146,4
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007425,1980893,26522,10
10,Goa,259134,255106,4013,15
11,Gujarat,1277667,1266612,11046,9
12,Haryana,1056693,1045947,10714,32
13,Himachal Pradesh,312714,308493,4213,8
14,Jammu and Kashmir,479469,474665,4785,19
15,Jharkhand,442574,437243,5331,0
16,Karnataka,4073197,4032751,40309,137
17,Kerala,6830136,6757314,71579,1243
18,Ladakh,29422,29189,231,2
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054941,1044161,10777,3
21,Maharashtra,8137294,7988788,148421,85
22,Manipur,139924,137775,2149,0
23,Meghalaya,96787,95162,1625,0
24,Mizoram,238964,238238,726,0
25,Nagaland,35988,35204,782,2
26,Odisha,1336678,1327387,9205,86
27,Puducherry,175747,173757,1975,15
28,Punjab,784385,765079,19289,17
29,Rajasthan,1315592,1305932,9654,6
30,Sikkim,44323,43823,499,1
31,Tamil Nadu,3594728,3556632,38049,47
32,Telangana,841549,837415,4111,23
33,Tripura,108034,107094,940,0
34,Uttarakhand,449466,441692,7753,21
35,Uttar Pradesh,2128189,2104532,23643,14
36,West Bengal,2118786,2097218,21533,35
