ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7560,7421,129,10
2,Andhra Pradesh,2004590,1977163,13750,13677
3,Arunachal Pradesh,52409,51023,259,1127
4,Assam,585689,572084,5600,8005
5,Bihar,725605,715853,9650,102
6,Chandigarh,65069,64222,812,35
7,Chhattisgarh,1004230,990022,13555,653
8,Dadra and Nagar Haveli and Daman and Diu,10659,10651,4,4
9,Delhi,1437485,1411995,25079,411
10,Goa,173357,169239,3186,932
11,Gujarat,825330,815091,10079,160
12,Haryana,770380,760047,9669,664
13,Himachal Pradesh,212260,206628,3578,2054
14,Jammu and Kashmir,324420,318961,4404,1055
15,Jharkhand,347755,342470,5132,153
16,Karnataka,2941026,2884032,37184,19810
17,Kerala,3851984,3672357,19757,159870
18,Ladakh,20500,20238,207,55
19,Lakshadweep,10318,10239,51,28
20,Madhya Pradesh,792109,781509,10516,84
21,Maharashtra,6432649,6243034,136355,53260
22,Manipur,111598,106229,1759,3610
23,Meghalaya,74232,70127,1285,2820
24,Mizoram,54057,47192,201,6664
25,Nagaland,29669,28170,611,888
26,Odisha,1002323,987369,7493,7461
27,Puducherry,123007,120433,1809,765
28,Punjab,600342,583564,16355,423
29,Rajasthan,954040,944958,8954,128
30,Sikkim,29477,27562,367,1548
31,Tamil Nadu,2604074,2550710,34761,18603
32,Telangana,655732,645594,3862,6276
33,Tripura,82384,80480,791,1113
34,Uttarakhand,342786,335099,7377,310
35,Uttar Pradesh,1709152,1686006,22794,352
36,West Bengal,1544109,1516509,18383,9217
