ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5149,5027,62,60
2,Andhra Pradesh,915832,893651,7268,14913
3,Arunachal Pradesh,16873,16788,56,29
4,Assam,219272,215790,1112,2370
5,Bihar,273830,264730,1595,7505
6,Chandigarh,29521,26017,389,3115
7,Chhattisgarh,407231,334543,4563,68125
8,Dadra and Nagar Haveli and Daman and Diu,3842,3631,2,209
9,Delhi,698005,663667,11157,23181
10,Goa,60811,56638,842,3331
11,Gujarat,332474,307346,4655,20473
12,Haryana,307510,287151,3230,17129
13,Himachal Pradesh,67511,61902,1096,4513
14,Jammu and Kashmir,135662,128020,2019,5623
15,Jharkhand,132790,122383,1158,9249
16,Karnataka,1040130,973949,12767,53414
17,Kerala,1148947,1110283,4728,33936
18,Ladakh,10503,9868,130,505
19,Lakshadweep,778,719,1,58
20,Madhya Pradesh,322338,290165,4113,28060
21,Maharashtra,3229547,2649757,57028,522762
22,Manipur,29463,29001,375,87
23,Meghalaya,14165,13883,151,131
24,Mizoram,4558,4454,11,93
25,Nagaland,12381,12143,92,146
26,Odisha,345526,338890,1923,4713
27,Puducherry,43242,40555,687,2000
28,Punjab,263090,229367,7334,26389
29,Rajasthan,350317,326299,2866,21152
30,Sikkim,6323,6090,136,97
31,Tamil Nadu,915386,872415,12840,30131
32,Telangana,321182,303964,1746,15472
33,Tripura,33644,33103,393,148
34,Uttarakhand,105498,98712,1744,5042
35,Uttar Pradesh,654404,606063,9003,39338
36,West Bengal,602807,576328,10370,16109
