ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340673,2325939,14733,1
3,Arunachal Pradesh,67046,66750,296,0
4,Assam,746150,738108,8035,7
5,Bihar,855260,842945,12314,1
6,Chandigarh,100691,99505,1185,1
7,Chhattisgarh,1187686,1173495,14190,1
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2040791,2014122,26665,4
10,Goa,263314,259293,4014,7
11,Gujarat,1291358,1280268,11079,11
12,Haryana,1078879,1068099,10754,26
13,Himachal Pradesh,322838,318589,4240,9
14,Jammu and Kashmir,482019,477225,4792,2
15,Jharkhand,443824,438490,5334,0
16,Karnataka,4088658,4048286,40357,15
17,Kerala,6907022,6834059,71944,1019
18,Ladakh,29587,29356,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056351,1045562,10786,3
21,Maharashtra,8169930,8021304,148556,70
22,Manipur,139973,137806,2149,18
23,Meghalaya,96955,95326,1628,1
24,Mizoram,239552,238812,734,6
25,Nagaland,36029,35247,782,0
26,Odisha,1348238,1339009,9215,14
27,Puducherry,177545,175562,1981,2
28,Punjab,792402,773060,19338,4
29,Rajasthan,1326459,1316721,9736,2
30,Sikkim,44866,44363,500,3
31,Tamil Nadu,3610609,3572522,38081,6
32,Telangana,844369,840250,4111,8
33,Tripura,108343,107385,941,17
34,Uttarakhand,452551,444781,7768,2
35,Uttar Pradesh,2145407,2121632,23707,68
36,West Bengal,2125471,2103827,21552,92
