ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7530,7389,129,12
2,Andhra Pradesh,1957932,1923675,13292,20965
3,Arunachal Pradesh,46800,42292,221,4287
4,Assam,561455,541240,5180,15035
5,Bihar,724597,714474,9639,484
6,Chandigarh,61938,61092,809,37
7,Chhattisgarh,1001487,985578,13519,2390
8,Dadra and Nagar Haveli and Daman and Diu,10639,10591,4,44
9,Delhi,1436026,1410410,25046,570
10,Goa,170729,166459,3140,1130
11,Gujarat,824774,814413,10076,285
12,Haryana,769796,759471,9624,701
13,Himachal Pradesh,205383,200942,3518,923
14,Jammu and Kashmir,320866,315367,4375,1124
15,Jharkhand,347022,341650,5125,247
16,Karnataka,2897664,2838717,36437,22510
17,Kerala,3305245,3143043,16326,145876
18,Ladakh,20314,20037,207,70
19,Lakshadweep,10149,10018,49,82
20,Madhya Pradesh,791767,781117,10512,138
21,Maharashtra,6276057,6058751,131859,85447
22,Manipur,94821,82521,1498,10802
23,Meghalaya,62473,56101,1040,5332
24,Mizoram,35297,24233,140,10924
25,Nagaland,27472,25606,550,1316
26,Odisha,970814,949350,5634,15830
27,Puducherry,120530,117816,1791,923
28,Punjab,598882,582018,16281,583
29,Rajasthan,953575,944344,8953,278
30,Sikkim,25616,22208,333,3075
31,Tamil Nadu,2552049,2495895,33966,22188
32,Telangana,642436,629408,3791,9237
33,Tripura,77412,72910,748,3754
34,Uttarakhand,341874,333854,7361,659
35,Uttar Pradesh,1708226,1684674,22754,798
36,West Bengal,1524958,1495483,18095,11380
