ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10020,9887,129,4
2,Andhra Pradesh,2318262,2302192,14729,1341
3,Arunachal Pradesh,64461,64092,296,73
4,Assam,724157,716066,6639,1452
5,Bihar,830227,817747,12255,225
6,Chandigarh,91785,90522,1165,98
7,Chhattisgarh,1151343,1136425,14030,888
8,Dadra and Nagar Haveli and Daman and Diu,11440,11434,4,2
9,Delhi,1861189,1833589,26134,1466
10,Goa,245099,241092,3826,181
11,Gujarat,1223130,1211087,10934,1109
12,Haryana,982682,970766,10571,1345
13,Himachal Pradesh,283605,278947,4122,536
14,Jammu and Kashmir,453167,448006,4749,412
15,Jharkhand,434516,428935,5315,266
16,Karnataka,3942068,3898576,39985,3507
17,Kerala,6508845,6424920,66012,17913
18,Ladakh,28095,27742,228,125
19,Lakshadweep,11400,11346,52,2
20,Madhya Pradesh,1039745,1027142,10732,1871
21,Maharashtra,7867916,7715711,143727,8478
22,Manipur,136872,134483,2113,276
23,Meghalaya,93557,91831,1582,144
24,Mizoram,217038,211267,661,5110
25,Nagaland,35417,34596,757,64
26,Odisha,1285615,1275019,9091,1505
27,Puducherry,165739,163725,1962,52
28,Punjab,758352,740208,17719,425
29,Rajasthan,1280876,1268377,9540,2959
30,Sikkim,39081,38602,443,36
31,Tamil Nadu,3450594,3409078,38011,3505
32,Telangana,789553,783278,4111,2164
33,Tripura,100868,99939,919,10
34,Uttarakhand,436328,426686,7686,1956
35,Uttar Pradesh,2068765,2042665,23471,2629
36,West Bengal,2015670,1992743,21178,1749
