ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5016,4949,62,5
2,Andhra Pradesh,889409,881666,7168,575
3,Arunachal Pradesh,16836,16776,56,4
4,Assam,217427,214732,1091,1604
5,Bihar,262303,260218,1537,548
6,Chandigarh,21500,20923,350,227
7,Chhattisgarh,311433,304647,3809,2977
8,Dadra and Nagar Haveli and Daman and Diu,3402,3398,2,2
9,Delhi,638173,626261,10903,1009
10,Goa,54648,53381,788,479
11,Gujarat,267767,261575,4406,1786
12,Haryana,269967,266017,3042,908
13,Himachal Pradesh,58423,57210,995,218
14,Jammu and Kashmir,126019,123298,1955,766
15,Jharkhand,119687,118154,1086,447
16,Karnataka,948849,930465,12303,6081
17,Kerala,1040903,981835,4119,54949
18,Ladakh,9796,9621,130,45
19,Lakshadweep,316,236,0,80
20,Madhya Pradesh,259969,253963,3855,2151
21,Maharashtra,2112312,2005851,51857,54604
22,Manipur,29243,28834,373,36
23,Meghalaya,13955,13787,148,20
24,Mizoram,4413,4379,10,24
25,Nagaland,12192,12089,91,12
26,Odisha,336767,334243,1914,610
27,Puducherry,39628,38784,665,179
28,Punjab,179261,170187,5779,3295
29,Rajasthan,319702,315722,2785,1195
30,Sikkim,6132,5950,135,47
31,Tamil Nadu,849166,832620,12472,4074
32,Telangana,298057,294683,1629,1745
33,Tripura,33400,32962,391,47
34,Uttarakhand,97031,94850,1690,491
35,Uttar Pradesh,602975,591989,8718,2268
36,West Bengal,574099,560447,10253,3399
