ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340618,2325803,14733,82
3,Arunachal Pradesh,66961,66622,296,43
4,Assam,746122,738080,8035,7
5,Bihar,854612,841762,12313,537
6,Chandigarh,100608,99325,1185,98
7,Chhattisgarh,1186799,1171708,14182,909
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2039996,2012258,26641,1097
10,Goa,262642,258376,4014,252
11,Gujarat,1290997,1279350,11075,572
12,Haryana,1078241,1065959,10742,1540
13,Himachal Pradesh,322044,317271,4238,535
14,Jammu and Kashmir,481783,476788,4791,204
15,Jharkhand,443758,438257,5333,168
16,Karnataka,4087190,4046159,40351,680
17,Kerala,6900135,6821448,71871,6816
18,Ladakh,29573,29334,231,8
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056305,1045452,10786,67
21,Maharashtra,8167342,8016930,148536,1876
22,Manipur,139970,137806,2149,15
23,Meghalaya,96889,95232,1626,31
24,Mizoram,239153,238315,728,110
25,Nagaland,36005,35221,782,2
26,Odisha,1346732,1333790,9214,3728
27,Puducherry,177394,175359,1981,54
28,Punjab,791723,771634,19324,765
29,Rajasthan,1325792,1314832,9714,1246
30,Sikkim,44699,44120,500,79
31,Tamil Nadu,3609751,3570251,38074,1426
32,Telangana,843867,839492,4111,264
33,Tripura,108127,107137,940,50
34,Uttarakhand,452307,444420,7764,123
35,Uttar Pradesh,2144192,2119017,23693,1482
36,West Bengal,2123530,2099642,21542,2346
