ID,state,total_cases,discharged,deaths,active_cases
1,Andhra Pradesh,323,323,0,0
2,Arunachal Pradesh,3,3,0,0
3,Assam,206,201,0,5
4,Bihar,145,145,0,0
5,Chandigarh,18,18,0,0
6,Chhattisgarh,247,239,5,3
7,Delhi,4090,4059,22,9
8,Goa,29,29,0,0
9,Gujarat,3677,3669,2,6
10,Haryana,665,656,4,5
11,Himachal Pradesh,6,6,0,0
12,Jammu and Kashmir,145,114,1,30
13,Jharkhand,82,81,1,0
14,Karnataka,2971,2957,11,3
15,Kerala,8758,8687,55,16
16,Ladakh,5,5,0,0
17,Madhya Pradesh,353,340,11,2
18,Maharashtra,2740,2667,43,30
19,Manipur,354,352,0,2
20,Meghalaya,1,1,0,0
21,Mizoram,38,17,0,21
22,Nagaland,3,3,0,0
23,Odisha,173,173,0,0
24,Puducherry,126,126,0,0
25,Punjab,263,246,5,12
26,Rajasthan,827,818,3,6
27,Sikkim,286,281,1,4
28,Tamil Nadu,1200,1179,7,14
29,Telangana,33,33,0,0
30,Tripura,31,31,0,0
31,Uttarakhand,116,116,0,0
32,Uttar Pradesh,1131,1114,2,15
33,West Bengal,1167,1125,1,41
