ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7717,7582,129,6
2,Andhra Pradesh,2076849,2061308,14492,1049
3,Arunachal Pradesh,55336,55037,280,19
4,Assam,620472,612171,6162,2139
5,Bihar,726606,714294,12096,216
6,Chandigarh,65829,64624,1079,126
7,Chhattisgarh,1007847,993784,13600,463
8,Dadra and Nagar Haveli and Daman and Diu,10691,10686,4,1
9,Delhi,1445102,1417804,25107,2191
10,Goa,180399,176222,3520,657
11,Gujarat,830505,818487,10116,1902
12,Haryana,773061,762172,10063,826
13,Himachal Pradesh,228705,224428,3874,403
14,Jammu and Kashmir,341028,335227,4525,1276
15,Jharkhand,350504,344433,5142,929
16,Karnataka,3005798,2959674,38324,7800
17,Kerala,5242078,5173656,47277,21145
18,Ladakh,22155,21739,219,197
19,Lakshadweep,10415,10360,51,4
20,Madhya Pradesh,793816,782976,10533,307
21,Maharashtra,6665386,6506317,141496,17573
22,Manipur,125761,123574,2002,185
23,Meghalaya,84804,83268,1484,52
24,Mizoram,141157,139045,542,1570
25,Nagaland,32188,31416,702,70
26,Odisha,1054381,1044443,8457,1481
27,Puducherry,129446,127446,1880,120
28,Punjab,604428,587335,16644,449
29,Rajasthan,955767,946267,8963,537
30,Sikkim,32493,32028,409,56
31,Tamil Nadu,2746000,2702588,36758,6654
32,Telangana,681307,673793,4024,3490
33,Tripura,85056,84140,829,87
34,Uttarakhand,344881,337242,7417,222
35,Uttar Pradesh,1711166,1687778,22915,473
36,West Bengal,1632906,1605434,19745,7727
