ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7624,7485,129,10
2,Andhra Pradesh,2053192,2029231,14208,9753
3,Arunachal Pradesh,54752,54061,277,414
4,Assam,603238,593152,5890,4196
5,Bihar,725971,716279,9661,31
6,Chandigarh,65243,64386,819,38
7,Chhattisgarh,1005412,991612,13568,232
8,Dadra and Nagar Haveli and Daman and Diu,10672,10666,4,2
9,Delhi,1439000,1413514,25088,398
10,Goa,176681,172632,3320,729
11,Gujarat,826016,815762,10082,172
12,Haryana,770924,760770,9874,280
13,Himachal Pradesh,219591,214497,3685,1409
14,Jammu and Kashmir,329889,324308,4424,1157
15,Jharkhand,348272,343047,5135,90
16,Karnataka,2978286,2928433,37832,12021
17,Kerala,4729056,4574206,25526,129324
18,Ladakh,20825,20568,207,50
19,Lakshadweep,10361,10310,51,0
20,Madhya Pradesh,792570,781925,10522,123
21,Maharashtra,6562514,6386059,139233,37222
22,Manipur,121146,117076,1868,2202
23,Meghalaya,81859,78957,1408,1494
24,Mizoram,99856,83619,328,15909
25,Nagaland,31322,30343,666,313
26,Odisha,1028366,1015608,8220,4538
27,Puducherry,126587,124091,1842,654
28,Punjab,601739,584946,16521,272
29,Rajasthan,954342,945331,8954,57
30,Sikkim,31537,30699,388,450
31,Tamil Nadu,2669962,2617432,35666,16864
32,Telangana,666753,658409,3923,4421
33,Tripura,84192,83212,815,165
34,Uttarakhand,343584,336039,7395,150
35,Uttar Pradesh,1709873,1686821,22894,158
36,West Bengal,1571841,1545400,18837,7604
