ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340556,2325650,14733,173
3,Arunachal Pradesh,66928,66606,296,26
4,Assam,746122,738080,8035,7
5,Bihar,854212,841088,12311,813
6,Chandigarh,100539,99127,1185,227
7,Chhattisgarh,1186140,1169722,14179,2239
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2038981,2009640,26632,2709
10,Goa,262423,258071,4014,338
11,Gujarat,1290584,1278417,11074,1093
12,Haryana,1077244,1063156,10737,3351
13,Himachal Pradesh,321679,316492,4237,950
14,Jammu and Kashmir,481640,476563,4790,287
15,Jharkhand,443658,437864,5333,461
16,Karnataka,4086446,4045003,40349,1094
17,Kerala,6896152,6814192,71838,10122
18,Ladakh,29568,29326,231,11
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056280,1045304,10786,190
21,Maharashtra,8166068,8013621,148515,3932
22,Manipur,139957,137806,2149,2
23,Meghalaya,96852,95210,1626,16
24,Mizoram,239052,238277,726,49
25,Nagaland,36002,35216,782,4
26,Odisha,1345438,1331996,9212,4230
27,Puducherry,177353,175245,1981,127
28,Punjab,791149,770577,19316,1256
29,Rajasthan,1325125,1313054,9703,2368
30,Sikkim,44628,44062,500,66
31,Tamil Nadu,3608892,3568324,38070,2498
32,Telangana,843684,839255,4111,318
33,Tripura,108082,107119,940,23
34,Uttarakhand,452122,444132,7763,227
35,Uttar Pradesh,2143007,2116545,23686,2776
36,West Bengal,2122660,2098929,21539,2192
