ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10751,10622,129,0
2,Andhra Pradesh,2339218,2324401,14733,84
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746104,738065,8035,4
5,Bihar,851483,839145,12303,35
6,Chandigarh,99513,98235,1183,95
7,Chhattisgarh,1177926,1163688,14147,91
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2010312,1982567,26529,1216
10,Goa,260050,255435,4014,601
11,Gujarat,1282574,1269225,11055,2294
12,Haryana,1057804,1046487,10715,602
13,Himachal Pradesh,314613,309200,4217,1196
14,Jammu and Kashmir,479741,474825,4785,131
15,Jharkhand,442636,437272,5332,32
16,Karnataka,4077636,4036053,40324,1259
17,Kerala,6837567,6760990,71624,4953
18,Ladakh,29459,29202,231,26
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1055112,1044281,10777,54
21,Maharashtra,8144780,7993015,148441,3324
22,Manipur,139925,137775,2149,1
23,Meghalaya,96792,95165,1625,2
24,Mizoram,238970,238243,726,1
25,Nagaland,35988,35206,782,0
26,Odisha,1336980,1327575,9205,200
27,Puducherry,176081,174035,1976,70
28,Punjab,785036,765413,19291,332
29,Rajasthan,1316104,1306245,9662,197
30,Sikkim,44357,43835,500,22
31,Tamil Nadu,3596946,3558060,38050,836
32,Telangana,842522,838265,4111,146
33,Tripura,108034,107094,940,0
34,Uttarakhand,449654,441862,7755,37
35,Uttar Pradesh,2129001,2104930,23650,421
36,West Bengal,2119039,2097379,21533,127
