ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10656,10505,129,22
2,Andhra Pradesh,2338051,2323034,14733,284
3,Arunachal Pradesh,66825,66511,296,18
4,Assam,745436,734675,8034,2727
5,Bihar,850201,837655,12300,246
6,Chandigarh,99162,97922,1181,59
7,Chhattisgarh,1175791,1161102,14127,562
8,Dadra and Nagar Haveli and Daman and Diu,11586,11581,4,1
9,Delhi,2002772,1975841,26500,431
10,Goa,257779,253423,3966,390
11,Gujarat,1273911,1261833,11029,1049
12,Haryana,1054586,1043539,10701,346
13,Himachal Pradesh,312028,307652,4208,168
14,Jammu and Kashmir,479018,474071,4785,162
15,Jharkhand,442289,436851,5330,108
16,Karnataka,4062833,4019361,40278,3194
17,Kerala,6793786,6707539,71044,15203
18,Ladakh,29321,29069,231,21
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054162,1043227,10771,164
21,Maharashtra,8117574,7965395,148322,3857
22,Manipur,139800,137626,2148,26
23,Meghalaya,96643,94973,1622,48
24,Mizoram,238226,237294,723,209
25,Nagaland,35951,35159,781,11
26,Odisha,1332533,1322095,9186,1252
27,Puducherry,174173,171700,1973,500
28,Punjab,781796,763605,17911,280
29,Rajasthan,1312665,1302090,9637,938
30,Sikkim,44092,43512,495,85
31,Tamil Nadu,3578839,3535564,38042,5233
32,Telangana,837124,832300,4111,713
33,Tripura,107766,106812,938,16
34,Uttarakhand,449093,440268,7749,1076
35,Uttar Pradesh,2125760,2101512,23619,629
36,West Bengal,2112194,2088036,21493,2665
