ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10024,9890,129,5
2,Andhra Pradesh,2318478,2302862,14729,887
3,Arunachal Pradesh,64471,64119,296,56
4,Assam,724164,716112,6639,1413
5,Bihar,830290,817864,12255,171
6,Chandigarh,91806,90575,1165,66
7,Chhattisgarh,1151552,1136848,14033,671
8,Dadra and Nagar Haveli and Daman and Diu,11440,11435,4,1
9,Delhi,1861870,1834638,26137,1095
10,Goa,245125,241176,3828,121
11,Gujarat,1223305,1211555,10937,813
12,Haryana,983155,971477,10575,1103
13,Himachal Pradesh,283777,279155,4124,498
14,Jammu and Kashmir,453270,448196,4749,325
15,Jharkhand,434579,429065,5315,199
16,Karnataka,3942730,3899647,39996,3087
17,Kerala,6513312,6433365,66263,13684
18,Ladakh,28130,27785,228,117
19,Lakshadweep,11401,11348,52,1
20,Madhya Pradesh,1040172,1028402,10733,1037
21,Maharashtra,7869038,7717823,143740,7475
22,Manipur,136903,134669,2115,119
23,Meghalaya,93601,91876,1585,140
24,Mizoram,218673,213800,664,4209
25,Nagaland,35430,34611,757,62
26,Odisha,1286009,1275767,9101,1141
27,Puducherry,165745,163755,1962,28
28,Punjab,758488,740411,17721,356
29,Rajasthan,1281460,1269270,9545,2645
30,Sikkim,39092,38615,443,34
31,Tamil Nadu,3451171,3410740,38017,2414
32,Telangana,789860,784224,4111,1525
33,Tripura,100869,99941,919,9
34,Uttarakhand,436748,428277,7687,784
35,Uttar Pradesh,2069258,2043712,23476,2070
36,West Bengal,2015912,1993145,21180,1587
