ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10039,9910,129,0
2,Andhra Pradesh,2319854,2305031,14731,92
3,Arunachal Pradesh,64503,64205,296,2
4,Assam,724225,716234,7986,5
5,Bihar,830686,818391,12256,39
6,Chandigarh,92259,91025,1165,69
7,Chhattisgarh,1152355,1138293,14034,28
8,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,0
9,Delhi,1901660,1872787,26198,2675
10,Goa,245610,241694,3832,84
11,Gujarat,1224814,1213658,10944,212
12,Haryana,999947,988002,10621,1324
13,Himachal Pradesh,284982,280760,4136,86
14,Jammu and Kashmir,454159,449354,4752,53
15,Jharkhand,435300,429955,5318,27
16,Karnataka,3950004,3908137,40106,1761
17,Kerala,6548427,6475432,69440,3555
18,Ladakh,28257,28025,228,4
19,Lakshadweep,11402,11350,52,0
20,Madhya Pradesh,1042024,1031063,10735,226
21,Maharashtra,7881542,7732081,147856,1605
22,Manipur,137230,135107,2120,3
23,Meghalaya,93820,92218,1593,9
24,Mizoram,228060,227155,697,208
25,Nagaland,35495,34735,760,0
26,Odisha,1288327,1279025,9126,176
27,Puducherry,165817,163839,1962,16
28,Punjab,760123,742234,17751,138
29,Rajasthan,1284893,1274855,9554,484
30,Sikkim,39162,38703,452,7
31,Tamil Nadu,3454722,3416376,38025,321
32,Telangana,792710,788216,4111,383
33,Tripura,100887,99964,923,0
34,Uttarakhand,437756,429565,7693,498
35,Uttar Pradesh,2078123,2053661,23514,948
36,West Bengal,2018948,1997364,21203,381
