ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7619,7479,129,11
2,Andhra Pradesh,2047459,2020835,14142,12482
3,Arunachal Pradesh,54395,53802,274,319
4,Assam,601031,590593,5851,4587
5,Bihar,725947,716230,9660,57
6,Chandigarh,65217,64354,819,44
7,Chhattisgarh,1005269,991423,13564,282
8,Dadra and Nagar Haveli and Daman and Diu,10670,10666,4,0
9,Delhi,1438746,1413295,25085,366
10,Goa,176145,171980,3303,862
11,Gujarat,825872,815648,10082,142
12,Haryana,770825,760686,9810,329
13,Himachal Pradesh,218523,213124,3669,1730
14,Jammu and Kashmir,329125,323190,4422,1513
15,Jharkhand,348198,342986,5133,79
16,Karnataka,2973899,2923320,37746,12833
17,Kerala,4641587,4459193,24661,157733
18,Ladakh,20786,20431,207,148
19,Lakshadweep,10361,10305,51,5
20,Madhya Pradesh,792504,781868,10518,118
21,Maharashtra,6544325,6364027,138902,41396
22,Manipur,120000,116042,1847,2111
23,Meghalaya,80897,77750,1395,1752
24,Mizoram,90539,74394,302,15843
25,Nagaland,31167,30078,663,426
26,Odisha,1024764,1011482,8180,5102
27,Puducherry,126127,123423,1838,866
28,Punjab,601538,584747,16507,284
29,Rajasthan,954316,945276,8954,86
30,Sikkim,31291,30303,387,601
31,Tamil Nadu,2658923,2606153,35509,17261
32,Telangana,665284,656785,3914,4585
33,Tripura,84085,82999,811,275
34,Uttarakhand,343504,335893,7393,218
35,Uttar Pradesh,1709778,1686712,22890,176
36,West Bengal,1566865,1540530,18751,7584
