ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7105,6876,122,107
2,Andhra Pradesh,1749363,1609879,11376,128108
3,Arunachal Pradesh,29113,25237,123,3753
4,Assam,432714,376343,3621,52750
5,Bihar,712197,697229,5340,9628
6,Chandigarh,60585,58892,768,925
7,Chhattisgarh,979576,941489,13192,24895
8,Dadra and Nagar Haveli and Daman and Diu,10387,10261,4,122
9,Delhi,1428863,1397575,24557,6731
10,Goa,158990,148030,2744,8216
11,Gujarat,815386,785378,9921,20087
12,Haryana,761637,742999,8664,9974
13,Himachal Pradesh,194742,181979,3279,9484
14,Jammu and Kashmir,299050,266576,4051,28423
15,Jharkhand,340925,329640,5046,6239
16,Karnataka,2683314,2383758,31260,268296
17,Kerala,2618410,2440642,9719,168049
18,Ladakh,19147,17782,195,1170
19,Lakshadweep,8667,7469,38,1160
20,Madhya Pradesh,784461,764822,8295,11344
21,Maharashtra,5819224,5528834,99512,190878
22,Manipur,54407,44519,872,9016
23,Meghalaya,38230,31781,652,5797
24,Mizoram,13567,10151,53,3363
25,Nagaland,22696,17455,422,4819
26,Odisha,806094,732018,2952,71124
27,Puducherry,108439,98043,1613,8783
28,Punjab,577997,538534,15009,24454
29,Rajasthan,945442,915261,8631,21550
30,Sikkim,16771,12285,268,4218
31,Tamil Nadu,2216812,1932778,26571,257463
32,Telangana,589734,557162,3364,29208
33,Tripura,55234,48195,558,6481
34,Uttarakhand,333578,309609,6664,17305
35,Uttar Pradesh,1697352,1656763,21151,19438
36,West Bengal,1419130,1358537,16152,44441
