ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7455,7266,127,62
2,Andhra Pradesh,1879872,1822500,12599,44773
3,Arunachal Pradesh,34932,32270,167,2495
4,Assam,500644,469067,4440,27137
5,Bihar,721299,709578,9579,2142
6,Chandigarh,61624,60614,807,203
7,Chhattisgarh,993289,973262,13431,6596
8,Dadra and Nagar Haveli and Daman and Diu,10539,10490,4,45
9,Delhi,1433934,1407401,24965,1568
10,Goa,166098,160548,3039,2511
11,Gujarat,823244,809506,10051,3687
12,Haryana,768378,757308,9385,1685
13,Himachal Pradesh,201665,196438,3473,1754
14,Jammu and Kashmir,314731,305135,4304,5292
15,Jharkhand,345340,339199,5111,1030
16,Karnataka,2834630,2698822,34743,101065
17,Kerala,2888894,2775967,12879,100048
18,Ladakh,19964,19481,202,281
19,Lakshadweep,9681,9337,48,296
20,Madhya Pradesh,789696,779963,8917,816
21,Maharashtra,6036821,5790113,121286,125422
22,Manipur,67986,61038,1124,5824
23,Meghalaya,48447,43070,819,4558
24,Mizoram,19455,15040,91,4324
25,Nagaland,24961,22951,487,1523
26,Odisha,900470,867402,3887,29181
27,Puducherry,116645,112229,1744,2672
28,Punjab,594883,574872,15991,4020
29,Rajasthan,952129,941482,8914,1733
30,Sikkim,20111,17673,301,2137
31,Tamil Nadu,2465874,2390783,32290,42801
32,Telangana,620613,602676,3635,14302
33,Tripura,64863,60694,672,3497
34,Uttarakhand,339619,330066,7088,2465
35,Uttar Pradesh,1705596,1679913,22518,3165
36,West Bengal,1494949,1455453,17612,21884
