ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340672,2325939,14733,0
3,Arunachal Pradesh,67042,66744,296,2
4,Assam,746138,738084,8035,19
5,Bihar,855258,842932,12314,12
6,Chandigarh,100687,99502,1185,0
7,Chhattisgarh,1187679,1173485,14190,4
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2040766,2014089,26665,12
10,Goa,263286,259252,4014,20
11,Gujarat,1291347,1280253,11079,15
12,Haryana,1078872,1068090,10754,28
13,Himachal Pradesh,322815,318563,4240,12
14,Jammu and Kashmir,482017,477219,4792,6
15,Jharkhand,443824,438490,5334,0
16,Karnataka,4088595,4048207,40357,31
17,Kerala,6906921,6833892,71940,1089
18,Ladakh,29586,29355,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056348,1045560,10786,2
21,Maharashtra,8169721,8021061,148553,107
22,Manipur,139973,137806,2149,18
23,Meghalaya,96952,95323,1628,1
24,Mizoram,239538,238793,733,12
25,Nagaland,36029,35247,782,0
26,Odisha,1348204,1338972,9215,17
27,Puducherry,177537,175553,1981,3
28,Punjab,792395,773050,19338,7
29,Rajasthan,1326454,1316710,9736,8
30,Sikkim,44856,44351,500,5
31,Tamil Nadu,3610590,3572478,38080,32
32,Telangana,844340,840213,4111,16
33,Tripura,108312,107355,941,16
34,Uttarakhand,452533,444763,7768,2
35,Uttar Pradesh,2145393,2121612,23705,76
36,West Bengal,2125364,2103672,21552,140
